@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.RemoveUseless-M50.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
0.473054,0.398467,0.865385,0.575453,0.75641,0.537604,0.561224,0.513619,0.488581,0.332916,0.606351,0.461078,0.069307,Moderada
0.437126,0.478927,0.942308,0.615694,0.897436,0.495822,0.520408,0.486381,0.425606,0.410513,0.606351,0.473054,0.049505,Moderada
0.491017,0.569604,0.673077,0.653924,0.864103,0.576602,0.566327,0.544747,0.425606,0.440551,0.606351,0.467066,0.059406,MuyAlta
0.413174,0.651341,0.75,0.647887,0.874359,0.582173,0.617347,0.587549,0.544637,0.52816,0.606351,0.473054,0.039604,Moderada
0.425149,0.734355,0.519231,0.627767,0.694872,0.537604,0.392857,0.365759,0.544637,0.46433,0.606351,0.461078,0.039604,Moderada
0.425151,0.807152,0.519231,0.583501,0.584615,0.626741,0.352041,0.311284,0.425606,0.40801,0.606351,0.461078,0.049505,Media
0.449102,0.841635,0.596154,0.460765,0.492308,0.637883,0.122449,0.140078,0.544637,0.468085,0.606351,0.437126,0.049505,Moderada
0.479041,0.833972,0.75,0.257545,0.502564,0.281337,0.357143,0.303502,0.488581,0.479349,0.606351,0.437126,0.049505,Moderada
0.461079,0.762452,0.826923,0.156942,0.566667,0.295265,0.668367,0.603113,0.181315,0.300375,0.606351,0.449102,0.079208,Moderada
0.502994,0.711367,0.884615,0.104628,0.787179,0.314763,0.734694,0.669261,0.32872,0.34418,0.606351,0.508982,0.039604,MuyAlta
0.550899,0.659004,0.846154,0.225352,0.838462,0.356546,0.790816,0.735409,0.425606,0.518148,0.606351,0.508982,0.059406,MuyAlta
0.538923,0.62069,0.730769,0.183099,0.910256,0.367688,0.734694,0.708171,0.635294,0.60826,0.606351,0.502994,0.079208,MuyAlta
0.622753,0.597701,0.673077,0.321932,0.923077,0.412256,0.744898,0.708171,0.587543,0.612015,0.606351,0.54491,0.079208,MuyAlta
0.544909,0.652618,0.711538,0.579477,0.702564,0.520891,0.423469,0.396887,0.635294,0.687109,0.606351,0.51497,0.079208,MuyAlta
0.455091,0.708812,0.596154,0.573441,0.48718,0.710306,0.234694,0.233463,0.689273,0.708385,0.606351,0.45509,0.089109,MuyAlta
0.443112,0.712644,0.557692,0.49497,0.410256,0.142061,0.096939,0.128405,0.587543,0.667084,0.606351,0.443114,0.079208,Moderada
0.443114,0.664112,0.692308,0.366197,0.305128,0.164345,0.403061,0.365759,0.635294,0.624531,0.606351,0.413174,0.079208,Moderada
0.479043,0.582375,0.903846,0.354125,0.382051,0.061281,0.520408,0.474708,0.635294,0.475594,0.606351,0.401198,0.079208,Moderada
0.473054,0.544061,0.923077,0.492958,0.369231,0.038997,0.229592,0.206226,0.544637,0.491865,0.606351,0.437126,0.079208,Moderada
0.395211,0.545338,1,0.651911,0.361538,0.941504,0.586735,0.525292,0.544637,0.361702,0.606351,0.413174,0.079208,Moderada
0.401199,0.588761,0.75,0.746479,0.333333,0.857939,0.612245,0.55642,0.587543,0.366708,0.606351,0.42515,0.079208,Moderada
0.365269,0.651341,0.692308,0.826962,0.369231,0.807799,0.607143,0.540856,0.290657,0.362954,0.606351,0.383234,0.079208,Moderada
0.323354,0.720307,0.557692,0.764588,0.420513,0.766017,0.464286,0.439689,0.290657,0.371715,0.606351,0.419162,0.079208,Media
0.32934,0.763729,0.461538,0.67002,0.461538,0.763231,0.377551,0.322957,0.488581,0.34418,0.606351,0.419162,0.079208,Media
0.323354,0.793103,0.538462,0.55332,0.479487,0.763231,0.234694,0.202335,0.32872,0.400501,0.606351,0.419162,0.069307,Media
0.377246,0.798212,0.5,0.490946,0.55641,0.629526,0.096939,0.093385,0.425606,0.356696,0.606351,0.461078,0.079208,Baja
0.449101,0.782886,0.538462,0.295775,0.558974,0.303621,0.352041,0.307393,0.488581,0.370463,0.606351,0.42515,0.079208,Media
0.473052,0.739464,0.692308,0.150905,0.617949,0.309192,0.653061,0.571984,0.160554,0.232791,0.606351,0.42515,0.039604,Moderada
0.461077,0.704981,0.788462,0.144869,0.597436,0.295265,0.744898,0.692607,0.32872,0.360451,0.606351,0.461078,0.059406,MuyAlta
0.508981,0.681992,0.903846,0.126761,0.661538,0.309192,0.80102,0.727626,0.37301,0.453066,0.606351,0.479042,0.049505,MuyAlta
0.520958,0.683269,0.961538,0.241449,0.738462,0.337047,0.734694,0.700389,0.488581,0.441802,0.606351,0.502994,0.039604,Moderada
0.520959,0.697318,0.942308,0.34004,0.779487,0.398329,0.586735,0.529183,0.425606,0.425532,0.606351,0.520958,0.049505,Moderada
0.514971,0.697318,0.980769,0.342052,0.776923,0.384401,0.591837,0.544747,0.425606,0.409262,0.606351,0.520958,0.049505,Moderada
0.550899,0.696041,0.923077,0.448692,0.797436,0.442897,0.535714,0.486381,0.488581,0.420526,0.606351,0.526946,0.059406,Moderada
0.538921,0.756066,0.846154,0.482897,0.705128,0.481894,0.311224,0.284047,0.488581,0.47184,0.606351,0.467066,0.059406,Moderada
0.526946,0.765006,0.865385,0.472837,0.602564,0.43454,0.102041,0.105058,0.37301,0.470588,0.606351,0.461078,0.069307,Moderada
0.514971,0.757344,0.923077,0.472837,0.617949,0.431755,0.285714,0.241245,0.37301,0.509387,0.606351,0.473054,0.069307,Media
0.502994,0.733078,0.942308,0.472837,0.720513,0.467967,0.479592,0.40856,0.488581,0.414268,0.606351,0.497006,0.069307,Moderada
0.467066,0.752235,1,0.56338,0.682051,0.640669,0.515306,0.498054,0.290657,0.360451,0.606351,0.479042,0.069307,Moderada
0.413174,0.799489,0.923077,0.617706,0.525641,0.651811,0.229592,0.206226,0.425606,0.425532,0.606351,0.449102,0.059406,Media
0.389222,0.83908,0.846154,0.583501,0.44359,0.579387,0.336735,0.29572,0.425606,0.451815,0.606351,0.443114,0.059406,Media
0.383234,0.867178,0.865385,0.571429,0.492308,0.654596,0.295918,0.268482,0.488581,0.416771,0.606351,0.42515,0.079208,Media
0.365271,0.89272,0.807692,0.571429,0.479487,0.830084,0.163265,0.136187,0.425606,0.433041,0.606351,0.377246,0.079208,Media
0.353292,0.905492,0.865385,0.466801,0.530769,0.495822,0.076531,0.077821,0.425606,0.395494,0.606351,0.305389,0.079208,Media
0.365271,0.879949,0.730769,0.327968,0.617949,0.339833,0.214286,0.210117,0.425606,0.468085,0.606351,0.311377,0.079208,Media
0.419162,0.812261,0.846154,0.219316,0.638462,0.337047,0.489796,0.44358,0.425606,0.246558,0.606351,0.419162,0.079208,Media
0.455089,0.744572,0.942308,0.29175,0.669231,0.331476,0.658163,0.638132,0.229066,0.289111,0.606351,0.42515,0.079208,Moderada
0.497006,0.731801,0.884615,0.416499,0.676923,0.342618,0.535714,0.463035,0.425606,0.410513,0.606351,0.443114,0.079208,Moderada
0.491019,0.707535,0.846154,0.408451,0.620513,0.428969,0.22449,0.198444,0.488581,0.450563,0.606351,0.449102,0.079208,Moderada
0.467066,0.697318,0.980769,0.43662,0.425641,0.275766,0.076531,0.077821,0.488581,0.470588,0.606351,0.45509,0.079208,Media
0.461077,0.739464,0.980769,0.434608,0.253846,0.038997,0.265306,0.233463,0.544637,0.481852,0.606351,0.443114,0.079208,Moderada
0.407186,0.808429,0.980769,0.458752,0.112821,0.100279,0.52551,0.466926,0.544637,0.340426,0.606351,0.443114,0.069307,Media
0.443112,0.873563,0.557692,0.486921,0.130769,0.033426,0.387755,0.350195,0.544637,0.359199,0.606351,0.45509,0.069307,Media
0.443114,0.913155,0.423077,0.539235,0.197436,0.947075,0.372449,0.365759,0.544637,0.297872,0.606351,0.401198,0.069307,Media
0.431139,0.93742,0.442308,0.529175,0.25641,0.927577,0.265306,0.2607,0.488581,0.312891,0.606351,0.383234,0.069307,Baja
0.419161,0.93742,0.403846,0.607646,0.297436,0.869081,0.285714,0.268482,0.488581,0.265332,0.606351,0.371257,0.069307,Baja
0.347306,0.93742,0.461538,0.599598,0.325641,0.827298,0.219388,0.225681,0.544637,0.297872,0.606351,0.341317,0.059406,Baja
0.365271,0.931034,0.461538,0.561368,0.410256,0.818942,0.137755,0.14786,0.425606,0.302879,0.606351,0.341317,0.069307,Baja
0.275449,0.923372,0.423077,0.559356,0.464103,0.746518,0.132653,0.190661,0.488581,0.361702,0.606351,0.293413,0.069307,Baja
0.287426,0.9106,0.538462,0.581489,0.564103,0.660167,0.260204,0.245136,0.32872,0.197747,0.606351,0.329341,0.069307,Baja
0.371257,0.896552,0.75,0.617706,0.610256,0.582173,0.362245,0.311284,0.052595,0.131414,0.606351,0.413174,0.069307,Baja
0.449102,0.877395,0.807692,0.62173,0.641026,0.626741,0.387755,0.342412,0.181315,0.176471,0.606351,0.461078,0.069307,Media
0.431139,0.860792,0.980769,0.700201,0.561538,0.682451,0.454082,0.389105,0.229066,0.221527,0.606351,0.467066,0.069307,Media
0.407186,0.878672,1,0.651911,0.392308,0.821727,0.306122,0.268482,0.258131,0.214018,0.606351,0.449102,0.069307,Baja
0.395211,0.896552,0.961538,0.577465,0.351282,0.938719,0.22449,0.202335,0.229066,0.239049,0.606351,0.401198,0.069307,Baja
0.347306,0.914432,1,0.511066,0.430769,0.169916,0.142857,0.124514,0.544637,0.317897,0.606351,0.365269,0.089109,Baja
0.413172,0.897829,0.826923,0.438632,0.497436,0.317549,0.25,0.217899,0.587543,0.325407,0.606351,0.365269,0.089109,Baja
0.455089,0.863346,0.673077,0.438632,0.561539,0.350975,0.362245,0.315175,0.544637,0.172716,0.606351,0.371257,0.069307,Baja
0.455089,0.818646,0.846154,0.364185,0.68718,0.367688,0.438776,0.392996,0.062976,0.153942,0.606351,0.407186,0.069307,Media
0.461077,0.768838,0.903846,0.424547,0.71282,0.389972,0.494898,0.420233,0.160554,0.180225,0.606351,0.443114,0.059406,Media
0.455091,0.762452,0.942308,0.593561,0.658974,0.660167,0.459184,0.40856,0.290657,0.281602,0.606351,0.431138,0.059406,Media
0.413174,0.794381,0.923077,0.65996,0.582051,0.696379,0.382653,0.342412,0.37301,0.329161,0.606351,0.467066,0.059406,Media
0.395211,0.804598,0.884615,0.593561,0.569231,0.62117,0.27551,0.280156,0.425606,0.337922,0.606351,0.419162,0.069307,Media
0.401199,0.793103,0.923077,0.525151,0.630769,0.543175,0.168367,0.151751,0.37301,0.406758,0.606351,0.353293,0.069307,Media
0.371259,0.736909,0.980769,0.44668,0.694872,0.426184,0.367347,0.330739,0.425606,0.306633,0.606351,0.401198,0.069307,Media
0.401197,0.702427,0.826923,0.561368,0.705128,0.493036,0.357143,0.33463,0.425606,0.285357,0.606351,0.443114,0.069307,Media
0.347306,0.688378,0.846154,0.625754,0.630769,0.649025,0.479592,0.466926,0.20346,0.274093,0.606351,0.419162,0.069307,Media
0.377246,0.681992,0.75,0.645875,0.689744,0.654596,0.326531,0.322957,0.290657,0.325407,0.606351,0.407186,0.09901,Media
0.395211,0.653895,0.711538,0.56338,0.682051,0.532033,0.372449,0.357977,0.290657,0.317897,0.606351,0.407186,0.09901,Baja
0.341317,0.621967,0.769231,0.557344,0.625641,0.573816,0.229592,0.225681,0.229066,0.295369,0.606351,0.335329,0.09901,Media
0.359282,0.642401,0.730769,0.589537,0.553846,0.022284,0.005102,0.007782,0.290657,0.395494,0.606351,0.365269,0.09901,Media
0.425151,0.697318,0.711538,0.643863,0.520513,0.763231,0.219388,0.194553,0.689273,0.468085,0.606351,0.437126,0.108911,Media
0.395211,0.765006,0.730769,0.595573,0.523077,0.632312,0.168367,0.163424,0.290657,0.40801,0.606351,0.42515,0.09901,Baja
0.395211,0.812261,0.596154,0.529175,0.525641,0.490251,0.122449,0.124514,0.425606,0.445557,0.606351,0.419162,0.089109,Baja
0.389222,0.841635,0.519231,0.448692,0.479487,0.495822,0.076531,0.07393,0.37301,0.385482,0.606351,0.365269,0.09901,Baja
0.389222,0.851852,0.615385,0.364185,0.497436,0.339833,0.204082,0.175097,0.903806,0.536921,0.606351,0.443114,0.118812,Baja
0.413174,0.841635,0.884615,0.336016,0.51282,0.35376,0.265306,0.229572,0.903806,0.35169,0.606351,0.449102,0.108911,Baja
0.455089,0.832695,0.961538,0.370221,0.535897,0.398329,0.290816,0.268482,0.488581,0.380476,0.606351,0.45509,0.09901,Media
0.479041,0.805875,0.865385,0.501006,0.605128,0.45961,0.209184,0.167315,0.488581,0.380476,0.606351,0.461078,0.09901,Media
0.413174,0.784163,0.942308,0.665996,0.576923,0.62117,0.214286,0.182879,0.635294,0.743429,0.606351,0.473054,0.108911,Media
0.389222,0.780332,0.807692,0.690141,0.523077,0.685237,0.321429,0.280156,0.544637,0.531915,0.606351,0.467066,0.09901,Media
0.395211,0.772669,0.519231,0.702213,0.420513,0.727019,0.382653,0.342412,0.544637,0.349186,0.606351,0.437126,0.09901,Media
0.2994,0.770115,0.384615,0.65996,0.305128,0.835655,0.489796,0.44358,0.488581,0.342929,0.606351,0.389222,0.089109,Media
0.257486,0.773946,0.230769,0.68008,0.3,0.846797,0.382653,0.342412,0.37301,0.292866,0.606351,0.335329,0.09901,Moderada
0.119762,0.782886,0.288462,0.672032,0.294872,0.81337,0.47449,0.439689,0.488581,0.38423,0.606351,0.329341,0.089109,Moderada
0.113772,0.775223,0.442308,0.682093,0.384615,0.810585,0.403061,0.350195,0.37301,0.414268,0.606351,0.281437,0.089109,Moderada
0.131737,0.768838,0.538462,0.668008,0.392308,0.718663,0.357143,0.36965,0.587543,0.513141,0.606351,0.293413,0.089109,Moderada
0.15569,0.757344,0.461538,0.71831,0.423077,0.766017,0.647959,0.59144,0.37301,0.320401,0.606351,0.269461,0.089109,Moderada
0.017965,0.745849,0.538462,0.661972,0.274359,0.791086,0.377551,0.365759,0.425606,0.429287,0.606351,0.11976,0.079208,Moderada
0,0.730524,0.480769,0.593561,0.292308,0.832869,0.403061,0.365759,0.488581,0.428035,0.606351,0.131737,0.079208,Moderada
0.00599,0.715198,0.538462,0.496982,0.230769,0.94429,0.22449,0.22179,0.488581,0.469337,0.606351,0.113772,0.069307,Media
0.08982,0.660281,0.5,0.392354,0.238462,0.114206,0.30102,0.33463,0.544637,0.446809,0.606351,0.137725,0.079208,Media
0.107785,0.60281,0.519231,0.307847,0.225641,0.103064,0.418367,0.396887,0.32872,0.310388,0.606351,0.155689,0.069307,Media
0.137725,0.521073,0.596154,0.315895,0.189744,0.114206,0.545918,0.470817,0.258131,0.205257,0.606351,0.137725,0.069307,Media
0.209582,0.452107,0.442308,0.279678,0.058974,0.130919,0.637755,0.564202,0.229066,0.232791,0.606351,0.233533,0.069307,Moderada
0.293412,0.363985,0.538462,0.37827,0,0.08078,0.77551,0.719844,0.32872,0.364205,0.606351,0.215569,0.049505,MuyAlta
0.347306,0.320562,0.615385,0.492958,0.058974,0.027855,0.744898,0.70428,0.425606,0.434293,0.606351,0.239521,0.059406,Moderada
0.287426,0.37931,0.653846,0.661972,0.217949,0.952646,0.647959,0.575875,0.425606,0.421777,0.606351,0.257485,0.049505,Moderada
0.233534,0.454662,0.519231,0.587525,0.335897,0.830084,0.321429,0.326848,0.544637,0.441802,0.606351,0.233533,0.059406,Moderada
0.287426,0.475096,0.5,0.515091,0.366667,0.952646,0.117347,0.159533,0.587543,0.570713,0.606351,0.233533,0.049505,Moderada
0.251497,0.463602,0.519231,0.599598,0.351282,0.885794,0.47449,0.439689,0.544637,0.460576,0.606351,0.131737,0.049505,Moderada
0.095809,0.521073,0.538462,0.782696,0.453846,0.715877,0.647959,0.610895,0.587543,0.47184,0.606351,0.125749,0.049505,Moderada
0.02994,0.572158,0.442308,0.674044,0.520513,0.629526,0.443878,0.447471,0.32872,0.425532,0.606351,0,0.039604,Moderada
0.071857,0.582375,0.384615,0.698189,0.551282,0.67688,0.545918,0.490272,0.488581,0.48811,0.606351,0.005988,0.039604,Moderada
0.09581,0.572158,0.326923,0.702213,0.412821,0.721448,0.387755,0.385214,0.544637,0.496871,0.606351,0.05988,0.049505,Moderada
0.02994,0.583653,0.653846,0.746479,0.351282,0.821727,0.362245,0.346304,0.544637,0.496871,0.606351,0.035928,0.039604,MuyAlta
0.071857,0.610473,0.519231,0.758551,0.376923,0.754875,0.586735,0.560311,0.587543,0.510638,0.606351,0.083832,0.039604,MuyAlta
0.041919,0.655172,0.538462,0.708249,0.441026,0.774373,0.683673,0.626459,0.488581,0.470588,0.606351,0.167665,0.039604,Moderada
0.119762,0.67433,0.5,0.56338,0.558974,0.576602,0.229592,0.214008,0.488581,0.51189,0.606351,0.149701,0.029703,Media
0.245509,0.66539,0.442308,0.430583,0.733333,0.495822,0.443878,0.428016,0.425606,0.345432,0.606351,0.281437,0.039604,Media
0.311379,0.64751,0.596154,0.360161,0.784615,0.412256,0.520408,0.494163,0.181315,0.260325,0.606351,0.335329,0.039604,Moderada
0.293414,0.616858,0.826923,0.28169,0.769231,0.401114,0.637755,0.595331,0.37301,0.392991,0.606351,0.371257,0.039604,MuyAlta
0.407186,0.569604,0.923077,0.193159,0.794872,0.367688,0.80102,0.731518,0.689273,0.545682,0.606351,0.389222,0.039604,MuyAlta
0.431137,0.560664,0.961538,0.321932,0.882051,0.387187,0.80102,0.731518,0.488581,0.602003,0.606351,0.461078,0.039604,MuyAlta
0.413172,0.634738,0.807692,0.448692,0.653846,0.487465,0.234694,0.206226,0.635294,0.643304,0.606351,0.443114,0.039604,MuyAlta
0.401197,0.648787,0.865385,0.384306,0.5,0.306407,0.137755,0.14786,0.488581,0.623279,0.606351,0.443114,0.049505,Moderada
0.425151,0.616858,0.865385,0.34004,0.353846,0.155989,0.265306,0.256809,0.488581,0.635795,0.606351,0.42515,0.049505,Moderada
0.497006,0.554278,0.884615,0.267606,0.394872,0.169916,0.336735,0.299611,0.425606,0.540676,0.606351,0.449102,0.049505,Media
0.479041,0.482759,0.942308,0.273642,0.458974,0.286908,0.403061,0.350195,0.635294,0.425532,0.606351,0.467066,0.049505,Moderada
0.455089,0.490421,0.961538,0.464789,0.717949,0.292479,0.346939,0.330739,0.37301,0.401752,0.606351,0.473054,0.029703,Moderada
0.491019,0.535121,0.769231,0.394366,0.679487,0.526462,0.520408,0.478599,0.425606,0.413016,0.606351,0.461078,0.049505,Moderada
0.449102,0.521073,0.903846,0.374245,0.548718,0.376045,0.408163,0.36965,0.425606,0.486859,0.606351,0.479042,0.039604,Moderada
0.455091,0.52235,0.846154,0.422535,0.512821,0.270195,0.612245,0.568093,0.488581,0.334168,0.606351,0.473054,0.029703,Moderada
0.407186,0.56705,0.923077,0.577465,0.64359,0.665738,0.622449,0.552529,0.37301,0.36796,0.606351,0.383234,0.039604,Moderada
0.401197,0.588761,0.634615,0.490946,0.633333,0.587744,0.413265,0.381323,0.488581,0.451815,0.606351,0.413174,0.029703,Moderada
0.407186,0.570881,0.673077,0.279678,0.607692,0.345404,0.341837,0.303502,0.32872,0.481852,0.606351,0.431138,0.029703,Media
0.455091,0.542784,0.75,0.221328,0.597436,0.261838,0.571429,0.521401,0.488581,0.302879,0.606351,0.443114,0.019802,Moderada
0.473054,0.53129,0.807692,0.237425,0.65641,0.339833,0.362245,0.322957,0.37301,0.36796,0.606351,0.437126,0.029703,Moderada
0.443114,0.51341,0.807692,0.219316,0.510256,0.300836,0.387755,0.326848,0.488581,0.411765,0.606351,0.449102,0.019802,Moderada
0.395211,0.448276,0.923077,0.293763,0.323077,0.178273,0.433673,0.385214,0.488581,0.379224,0.606351,0.449102,0.019802,Moderada
0.431137,0.431673,0.807692,0.50503,0.361538,0.181058,0.535714,0.48249,0.229066,0.331665,0.606351,0.42515,0.019802,Moderada
0.461079,0.454662,0.730769,0.645875,0.517949,0.331476,0.209184,0.18677,0.37301,0.441802,0.606351,0.443114,0.029703,Media
0.443114,0.500639,0.634615,0.694165,0.551282,0.203343,0.035714,0.042802,0.37301,0.400501,0.606351,0.407186,0.029703,Media
0.401199,0.550447,0.576923,0.688129,0.548718,0.724234,0.607143,0.544747,0.425606,0.270338,0.606351,0.389222,0.029703,Media
0.389222,0.607918,0.423077,0.579477,0.528205,0.657382,0.377551,0.330739,0.37301,0.322904,0.606351,0.407186,0.029703,Media
0.497006,0.621967,0.384615,0.444668,0.561539,0.476323,0.137755,0.120623,0.425606,0.342929,0.606351,0.431138,0.039604,Baja
0.479041,0.624521,0.576923,0.273642,0.492308,0.306407,0.306122,0.264591,0.37301,0.376721,0.606351,0.449102,0.039604,Media
0.491017,0.606641,0.673077,0.243461,0.551282,0.278552,0.418367,0.361868,0.37301,0.234043,0.606351,0.449102,0.029703,Media
0.485031,0.619413,0.730769,0.237425,0.45641,0.267409,0.408163,0.354086,0.425606,0.365457,0.606351,0.461078,0.029703,Moderada
0.485029,0.613027,0.653846,0.21328,0.410256,0.236769,0.438776,0.389105,0.488581,0.459324,0.606351,0.461078,0.039604,Moderada
0.491019,0.61175,0.692308,0.219316,0.4,0.253482,0.428571,0.385214,0.488581,0.416771,0.606351,0.449102,0.029703,Moderada
0.473054,0.60281,0.75,0.342052,0.435897,0.222841,0.387755,0.346304,0.587543,0.463079,0.606351,0.431138,0.029703,Media
0.455091,0.627075,0.692308,0.360161,0.492308,0.203343,0.357143,0.307393,0.544637,0.438048,0.606351,0.449102,0.039604,Media
0.485029,0.628352,0.557692,0.390342,0.551282,0.278552,0.290816,0.249027,0.587543,0.403004,0.606351,0.461078,0.039604,Media
0.437126,0.637292,0.711538,0.392354,0.566667,0.423398,0.173469,0.14786,0.488581,0.433041,0.606351,0.42515,0.039604,Media
0.437126,0.623244,0.730769,0.315895,0.551282,0.317549,0.265306,0.225681,0.488581,0.42428,0.606351,0.42515,0.029703,Media
0.461079,0.574713,0.5,0.171026,0.489744,0.309192,0.428571,0.416342,0.425606,0.230288,0.606351,0.45509,0.039604,Media
0.449102,0.500639,0.75,0.06841,0.564103,0.278552,0.637755,0.583658,0.20346,0.262829,0.606351,0.467066,0.039604,MuyAlta
0.479043,0.448276,0.730769,0.086519,0.592308,0.286908,0.831633,0.809339,0.32872,0.460576,0.606351,0.473054,0.059406,MuyAlta
0.502992,0.393359,0.903846,0.181087,0.653846,0.289694,0.816327,0.785992,0.544637,0.580726,0.606351,0.467066,0.049505,MuyAlta
0.485029,0.380587,0.865385,0.360161,0.766667,0.384401,0.484694,0.505837,0.544637,0.566959,0.606351,0.479042,0.049505,Moderada
0.502994,0.401022,0.711538,0.382294,0.815385,0.417827,0.515306,0.486381,0.425606,0.438048,0.606351,0.502994,0.059406,Moderada
0.479043,0.413793,0.807692,0.418511,0.851282,0.445682,0.484694,0.431907,0.544637,0.494368,0.606351,0.473054,0.049505,Moderada
0.389221,0.485313,0.903846,0.599598,0.802564,0.493036,0.540816,0.51751,0.425606,0.499374,0.606351,0.461078,0.049505,Moderada
0.425151,0.564496,0.711538,0.55332,0.717949,0.54039,0.443878,0.404669,0.587543,0.509387,0.606351,0.45509,0.059406,Moderada
0.413172,0.60281,0.75,0.49497,0.689744,0.504178,0.418367,0.385214,0.587543,0.543179,0.606351,0.467066,0.059406,Moderada
0.413174,0.61175,0.788462,0.515091,0.641026,0.495822,0.352041,0.311284,0.587543,0.613267,0.606351,0.449102,0.069307,Moderada
0.359282,0.613027,0.961538,0.50503,0.653846,0.534819,0.341837,0.361868,0.488581,0.46433,0.606351,0.407186,0.069307,Moderada
0.383234,0.606641,0.653846,0.496982,0.646154,0.506964,0.341837,0.29572,0.544637,0.499374,0.606351,0.419162,0.069307,Moderada
0.419162,0.554278,0.692308,0.297787,0.684615,0.406685,0.443878,0.381323,0.425606,0.429287,0.606351,0.45509,0.069307,Moderada
0.461079,0.464879,0.846154,0.243461,0.735897,0.373259,0.704082,0.669261,0.587543,0.396746,0.606351,0.461078,0.069307,MuyAlta
0.520959,0.409962,0.769231,0.277666,0.676923,0.350975,0.755102,0.688716,0.425606,0.469337,0.606351,0.431138,0.059406,Moderada
0.520959,0.383142,0.769231,0.400402,0.630769,0.342618,0.433673,0.396887,0.488581,0.555695,0.606351,0.449102,0.039604,Moderada
0.497006,0.399745,0.75,0.513078,0.75641,0.520891,0.367347,0.33463,0.488581,0.475594,0.606351,0.461078,0.049505,Moderada
0.449102,0.420179,0.730769,0.517103,0.797436,0.504178,0.469388,0.424125,0.750865,0.576971,0.606351,0.45509,0.049505,Moderada
0.371259,0.473819,0.807692,0.581489,0.75641,0.509749,0.428571,0.400778,0.587543,0.539424,0.606351,0.443114,0.049505,Moderada
0.395211,0.523627,0.653846,0.567404,0.671795,0.537604,0.428571,0.420233,0.587543,0.550688,0.606351,0.431138,0.039604,Moderada
0.443114,0.550447,0.634615,0.484909,0.628205,0.512535,0.408163,0.385214,0.635294,0.550688,0.606351,0.45509,0.049505,Moderada
0.467066,0.537676,0.711538,0.442656,0.612821,0.428969,0.321429,0.284047,0.587543,0.553191,0.606351,0.437126,0.049505,Moderada
0.443114,0.524904,0.692308,0.454728,0.612821,0.437326,0.178571,0.159533,0.544637,0.573217,0.606351,0.419162,0.049505,Moderada
0.419162,0.509579,0.634615,0.440644,0.635897,0.286908,0.137755,0.128405,0.635294,0.593242,0.606351,0.365269,0.039604,Moderada
0.413174,0.501916,0.730769,0.452716,0.651282,0.454039,0.209184,0.18677,0.689273,0.593242,0.606351,0.443114,0.079208,Moderada
0.425151,0.484036,0.730769,0.460765,0.587179,0.37883,0.265306,0.225681,0.635294,0.578223,0.606351,0.443114,0.069307,Moderada
0.401199,0.498084,0.730769,0.545272,0.476923,0.48468,0.081633,0.077821,0.587543,0.553191,0.606351,0.371257,0.059406,Moderada
0.395211,0.537676,0.653846,0.613682,0.423077,0.504178,0.035714,0.105058,0.635294,0.576971,0.606351,0.431138,0.069307,Media
0.353294,0.614304,0.615385,0.712274,0.453846,0.774373,0.418367,0.385214,0.488581,0.565707,0.606351,0.39521,0.079208,Media
0.347306,0.662835,0.5,0.698189,0.466667,0.760446,0.30102,0.2607,0.587543,0.361702,0.606351,0.389222,0.059406,Moderada
0.359282,0.65645,0.730769,0.575453,0.669231,0.635097,0.270408,0.252918,0.488581,0.445557,0.606351,0.383234,0.059406,Media
0.431137,0.634738,0.75,0.460765,0.730769,0.423398,0.484694,0.439689,0.425606,0.282854,0.606351,0.419162,0.059406,Media
0.425149,0.569604,0.826923,0.426559,0.746154,0.367688,0.566327,0.505837,0.258131,0.294118,0.606351,0.443114,0.059406,Media
0.419161,0.546616,0.711538,0.539235,0.75641,0.557103,0.423469,0.377432,0.37301,0.305382,0.606351,0.353293,0.059406,Moderada
0.305391,0.541507,0.961538,0.545272,0.720513,0.401114,0.561224,0.552529,0.37301,0.433041,0.606351,0.419162,0.079208,Moderada
0.32934,0.55811,0.807692,0.422535,0.641026,0.389972,0.540816,0.494163,0.587543,0.450563,0.606351,0.377246,0.069307,Moderada
0.353294,0.582375,0.557692,0.364185,0.530769,0.337047,0.357143,0.326848,0.488581,0.521902,0.606351,0.431138,0.089109,Moderada
0.383232,0.613027,0.576923,0.34004,0.4,0.189415,0.311224,0.287938,0.689273,0.564456,0.606351,0.437126,0.089109,Media
0.353294,0.644955,0.673077,0.372233,0.284615,0.16156,0.479592,0.439689,0.488581,0.436796,0.606351,0.383234,0.079208,Media
0.365271,0.662835,0.557692,0.372233,0.179487,0.047354,0.362245,0.315175,0.544637,0.321652,0.606351,0.419162,0.079208,Media
