@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7,8,9,10,11,12,14-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2'

@attribute pres numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
101790,5.9,12.3,10.81,6.79,9.4,Moderada
101800,4.600003,12.3,10,6.06,9,Moderada
101680,5.800003,12.6,9.09,6.31,8.8,Moderada
101590,5.6,14.9,8.33,5.63,9.1,Moderada
101590,8.400002,16.7,10,6.66,9.3,Moderada
101570,4.700002,14.6,10,6.57,9.8,MuyAlta
101160,5.5,17.4,10,6.78,9.6,MuyAlta
100930,12.900002,20,11.43,7.19,10.3,MuyAlta
101350,13.900002,15.3,10.81,7.47,10.2,Moderada
101860,8.4,10.1,12.9,7.33,9.6,MuyAlta
102230,4.500003,8.5,12.12,8.16,8.5,Moderada
102150,0.800002,6.8,10.81,7.49,8.6,Moderada
101750,0.700002,10.5,10.81,6.67,9.1,Moderada
101100,2.200001,14.5,10,5.8,9.4,Moderada
100160,4.800003,19.6,8.33,6.27,9.1,MuyAlta
99240,7.900002,20.9,9.09,6.91,9.1,MuyAlta
99390,11.800001,14.4,11.43,7.99,10.2,MuyAlta
100510,2.000001,11.6,10.81,7.69,9.2,MuyAlta
101160,2.200001,8.3,10,7.48,8.9,Moderada
101290,6.3,5.6,10,7.78,8.9,Moderada
101200,6.600001,7.8,9.09,7.92,8.7,Moderada
101040,8.9,9,9.09,7.09,9,Moderada
100730,8.8,8.4,12.9,7.86,9,Moderada
100230,10.100001,11.5,10,6.68,8.8,Moderada
99400,10.600001,15.9,7.69,5.64,8,Moderada
98550,11.200002,16.6,7.69,6.32,8.3,MuyAlta
98110,6.5,19.2,10.81,7.56,7.8,MuyAlta
98200,6.5,10.3,17.39,9.19,8.1,MuyAlta
98280,8.3,13.1,14.81,9.21,8.2,MuyAlta
98320,7.3,11.4,14.81,8.17,8.1,MuyAlta
98430,7,10.9,11.43,8.17,7.8,Moderada
98720,6.6,10.1,12.9,7.51,7.9,Moderada
99010,4.7,8,12.9,7.84,7.4,Moderada
99300,5.100001,5.7,11.43,7.94,7.9,Moderada
99620,6,7.4,13.79,7.7,7.8,Moderada
99960,7.4,11.8,12.9,7.59,7.6,Moderada
100120,9.400002,9.3,12.12,7.13,8.2,Moderada
100270,6.200002,7.2,11.43,7.51,8,Moderada
100410,2.4,5.5,10,7.21,7,Moderada
100600,3.500001,6.2,11.43,7.45,7.4,Moderada
100870,5.5,8.3,10.81,7.11,8,Media
101120,5.5,7.1,10.81,6.62,7.9,Media
101430,5.100001,7.6,11.43,6.51,7.6,Media
101740,2,2.7,10,6.26,7.1,Media
101970,-0.899998,3.5,7.69,6.77,7.6,Media
102310,-4.199998,5.9,9.09,6.8,7.9,Media
102360,-5.599998,6.1,7.69,6.39,7.6,Baja
102320,-7.3,7.2,10,5.91,7.7,Baja
102140,-6.5,5.1,11.43,5.24,7.3,Baja
101910,-8.199999,7,8.33,5.03,7.6,Baja
101750,-9.499998,9.9,4.35,4.29,7,Baja
101670,-12.2,9.5,5.26,4.53,6.6,Baja
101800,-8.199999,4.4,17.39,5.61,5.9,Media
101840,-8,5,14.81,7.35,6.4,Moderada
102040,-4.6,7.7,13.79,8.12,6.2,Media
102160,-5.3,6.2,12.9,7.33,5.7,Media
102260,-0.8,3.9,12.12,7.45,5.5,Media
102280,0.3,5.4,12.9,9.01,5.6,Media
102240,3.400002,3.7,12.9,7.99,5.8,Media
102210,2.1,7,14.81,8.34,7,Media
102230,3,11.1,12.12,5.81,6.3,Media
102110,3.400003,10.7,12.12,6.31,6.5,Media
102040,1.8,9.5,10.81,5.25,6.9,Media
101930,-1.2,12.4,5.26,4.88,6.9,Moderada
101900,-4.8,15,7.14,5.7,7,Moderada
101750,-4.6,14.5,6.67,5.78,6.9,Moderada
101730,-4.899997,12,8.33,5.92,6.7,Media
101690,-3.599998,9.7,7.69,5.67,6.7,Media
101770,-0.1,8.5,7.69,5.32,6.7,Media
101650,5.300002,10,7.14,5.3,8,Media
101580,7.400002,10.5,7.14,5.38,8.2,Moderada
101300,12,11.9,10,6.36,8.4,Moderada
101300,5.2,10.5,11.43,6.49,8.2,Moderada
101480,0.7,8.3,12.12,7.46,7.6,Moderada
101630,0,7.6,10.81,6.78,7,Moderada
101590,0.5,6.4,12.12,7.97,6.8,Moderada
101460,1.7,4.1,12.9,8.65,6.7,Moderada
101330,2.500003,7.9,12.9,8.64,6.8,Media
101050,5,11.2,12.9,6.81,6.4,Media
101000,4.600001,12.8,5.88,5.55,7.5,Media
100800,3.6,12.5,6.25,5.5,7.7,Media
100490,3.7,11,6.25,5.68,7.6,Moderada
100350,4.600003,13.1,6.67,5.53,7.6,Media
100060,5.200002,10.2,7.69,5.64,8.1,Media
99820,4.700002,11.3,7.69,5.21,8.1,Moderada
99560,5.3,10.8,7.14,5.87,8.7,Media
99500,6.1,10.4,7.69,5.61,8.8,Moderada
99520,5.9,8.7,7.69,6.07,8.3,Media
99640,7.300002,7.4,7.69,5.91,8.5,Media
99630,6.500001,13,8.33,5.12,8.5,Media
98940,7.200003,16.5,6.25,5.1,8.7,MuyAlta
98610,15.1,21.9,9.09,6.55,9.2,MuyAlta
98860,6.700002,12.6,10.81,7.25,8.8,MuyAlta
98290,5.400002,11,12.12,8.25,8.4,MuyAlta
97610,9.5,16.5,12.12,8,9,MuyAlta
97260,11.8,15.5,12.9,8.24,9.2,MuyAlta
97210,10.3,12.5,12.12,7.68,8.8,MuyAlta
97200,8.2,9.7,12.9,8.8,8.4,MuyAlta
97370,4.9,7,12.12,8.84,8.4,Moderada
97500,2.9,3.6,11.43,8.01,7.8,Moderada
97620,-0.4,6.1,12.12,8.5,7.8,Moderada
97880,0.1,6.4,10.81,8.24,7.2,Moderada
98330,2.8,1.3,11.43,8.59,6.6,Moderada
98340,2.3,5.2,11.43,8.49,6.6,Moderada
98150,-4.1,8.3,10.81,8.52,6.7,Moderada
98050,-6.7,11.6,12.9,7.73,6.3,Moderada
98190,-9.7,11.5,11.43,6.72,6.7,Media
98590,-5.7,10.2,10.81,5.94,7.2,Media
98830,-4.599998,9,12.12,6.9,7.1,Media
99100,-1.499998,8.3,11.43,6.33,6.3,Media
99310,2.5,6.2,11.43,6.99,6.6,Media
99540,4.400002,8.8,10.81,7.26,6.1,Media
99750,4.100001,9.8,11.43,6.91,6.8,Moderada
100040,5.700002,8.6,11.43,7.4,7.1,Moderada
100220,4.800002,5.6,10.81,7.98,7.3,Media
100050,4.500001,12.3,10.81,6.32,8.1,Moderada
99630,7.000001,15.9,7.14,5.46,7.9,MuyAlta
99090,9.900003,20.8,9.09,6.74,8.3,MuyAlta
99100,13.3,16.6,11.43,8.04,8.8,MuyAlta
99320,9.9,11.3,12.12,9.04,8.6,MuyAlta
99120,8.2,7.9,11.43,8.85,8.6,MuyAlta
98990,7.3,13.4,11.43,8.19,8.3,MuyAlta
98840,7.9,12.1,12.12,7.74,8.4,MuyAlta
98700,8.8,11.4,12.9,8.55,7.7,MuyAlta
98570,4.3,10.2,10.81,8.05,7.6,Moderada
98370,2.800002,10.9,11.43,7.77,7.6,MuyAlta
98620,7.700002,7.5,11.43,8.49,6.5,MuyAlta
99170,7.700003,15.5,12.12,8.18,7.1,MuyAlta
99490,8.1,10.2,11.43,8.58,6.8,MuyAlta
99530,5.1,9.3,12.12,7.88,6,Moderada
99690,2,4.8,12.12,8.63,6.7,Moderada
99990,-1.1,5.9,10,8.15,7.1,Moderada
99910,1.1,9.3,10,7.89,7.4,Moderada
99510,4.000003,9,10.81,6.43,6.5,Moderada
98720,4.500001,14.2,10,5.88,7.6,Moderada
98140,3.7,17.3,8.33,5.78,7.3,MuyAlta
97800,2.600002,19.3,10,6.93,7,MuyAlta
97700,5.100003,7.7,10.81,8.04,6.6,MuyAlta
97800,8.200002,13.2,16,8.89,7.8,MuyAlta
97660,6.500001,13.8,12.12,8.56,7.5,MuyAlta
97520,4.400002,16.5,11.43,7.96,7.2,MuyAlta
97460,6.100001,8.6,13.79,8.42,7.4,Moderada
97290,2.600002,7.9,10,7.49,6.9,Moderada
97030,-0.699998,6.7,10.81,7.82,5.8,Moderada
97260,-0.299998,8.7,9.09,7.14,6.8,Moderada
97730,-0.499998,9.1,10,7.3,7.2,Moderada
98220,2.600002,7,9.09,7.41,6.8,Moderada
98760,2.7,7,11.43,8.74,6.8,Moderada
99340,3.800002,9.3,10.81,8.08,7.3,Moderada
100030,7.300003,10.7,13.79,7.52,7.2,Moderada
100580,8.300001,14.7,10,6.71,7.5,Moderada
101150,8.600001,11.7,11.43,7.49,7.4,Moderada
101370,6.300002,9.2,11.43,7.24,7.5,Moderada
101080,1.7,8,10.81,7.99,7.3,Moderada
100100,-9.699999,14.3,12.9,7.08,7.2,Moderada
99640,-16.699997,16,6.67,5.89,6.1,MuyAlta
100160,-13.099998,14.8,11.43,7.84,7.3,Moderada
100770,-5.799997,12,12.12,7.83,7.2,Moderada
101160,-0.399998,13.2,10.81,6.23,6.4,Moderada
101340,2.9,11.6,12.12,5.92,5.9,Media
101170,10.7,9.3,7.14,6.04,6,Media
100790,8,11.7,7.14,5.6,7.2,Moderada
101090,2.000003,14,9.09,6.08,7.5,Moderada
101240,4.700002,9.8,10,6.85,7,Moderada
101710,-0.799998,14.7,10,7.26,7.8,Moderada
102110,-3.8,11,12.9,7.14,7.3,MuyAlta
102340,3.1,9.3,12.12,8.14,7,Moderada
102150,8.300003,5,13.79,8.42,6.9,Moderada
101590,3.700001,12.5,13.79,7.66,5,Moderada
101620,-11.799998,17.6,13.79,6.47,5.8,Moderada
102390,-12.7,11.8,12.9,7.04,6.9,Moderada
102940,-6.599998,9.5,13.79,6.87,7.2,Moderada
103120,-3.599998,7.9,12.12,7.29,6.8,Moderada
103190,1.3,5.6,14.81,7.61,6.7,Media
103370,1.6,2.9,12.9,7.91,6.5,Media
103360,5.100001,5.9,12.9,7.93,6.2,Baja
103330,6.7,9.4,13.79,5.8,6.3,Media
103150,9.3,13.8,5.26,5.17,6.6,Moderada
103040,10.4,19,9.09,6.07,6.9,MuyAlta
102850,11.200002,18.5,12.12,7.79,6.5,MuyAlta
102640,13.9,19.4,9.09,7.95,7.1,MuyAlta
102520,16.500002,20.7,9.09,7.8,6.8,MuyAlta
102530,15.8,19.5,12.9,8.34,6.7,MuyAlta
102640,14.000003,15.9,10.81,8.13,7.5,MuyAlta
102620,12.9,15,12.12,7.37,7.9,MuyAlta
102890,9.7,11.6,10.81,7.13,8.1,Moderada
103250,2.100002,7.8,10.81,7.19,7.7,Moderada
103420,-5.3,6.7,10,7.3,7.6,Moderada
103280,-5.3,3.1,10,7.35,7.4,Moderada
102790,-5.5,9.7,11.43,7.48,6.2,Media
101770,4.300002,13.3,10,5.73,6.1,Media
100440,9.000002,12.3,10,5.87,8,Moderada
100080,-1.099998,9.3,10,6.69,7,MuyAlta
100980,-5.699998,24.1,9.09,7.37,7.2,MuyAlta
101560,-4.799998,21.2,10,8.21,6.6,MuyAlta
101930,-7.099998,16,10,7.5,6.4,Moderada
102150,-4.099997,15.2,11.43,6.92,6.4,Moderada
102160,-1.399998,9.3,9.09,7.27,6.2,Media
102150,-0.6,3.7,10.81,6.49,5.8,Media
101970,0.500002,3.3,8.33,6.91,5.6,Moderada
101750,-0.999998,16.5,8.33,6.34,4.9,Moderada
101470,-3.6,15.3,8.33,6.27,3.9,MuyAlta
101560,-6.299998,14.4,10,7.15,3.3,Moderada
101610,-9.199999,13,10,6.63,2.7,MuyAlta
101730,-5.6,12.3,10,7.27,2.6,Moderada
101620,-8.7,9.6,10,6.99,3.2,Moderada
101590,-6.999999,4.6,10,7.34,3.4,Media
101350,-2.099998,8.2,8.33,6.94,3.3,Moderada
100820,-2.299999,14.5,6.25,5.35,3.9,Moderada
100240,-3.5,16.1,7.14,5.77,4.1,Moderada
100250,0.500002,17.5,9.09,6.22,4.6,MuyAlta
100520,2.600002,14.8,10,7.18,5.8,Moderada
100640,2.400003,11.3,10,6.93,6.9,Moderada
100470,-2,9.8,12.12,7.33,6.9,Moderada
100340,-2,12.5,9.09,6.94,7.1,MuyAlta
100790,0.2,12.3,10,7.23,6.8,Moderada
101170,2.900002,8.4,10,7.38,6.6,Moderada
101110,5.300002,7.5,9.09,7.34,7,Moderada
100760,7.700002,14.3,10.81,6.31,8,Moderada
100830,9.2,15.1,7.69,6.26,7.9,MuyAlta
100820,7.800002,15.2,11.43,7.27,8.1,MuyAlta
100930,5.900003,5,9.09,7.8,7.3,Moderada
100880,3.300002,4.6,11.43,7.43,7.1,Moderada
100760,1.3,2.8,10.81,7.2,6.8,Moderada
100740,1,4.1,11.43,7.66,6.1,Moderada
100840,-0.899998,4,10.81,7.32,5.8,Media
101040,0.3,5.1,10,7.48,6.2,Media
101110,0.600002,5.7,9.09,7.14,6.5,Media
101070,-0.2,4.9,8.33,7.18,6.5,Media
101030,4.2,5.8,13.79,7.36,6.3,Baja
100970,3.400002,7,10,6.23,6.7,Media
100820,3.000001,9.3,10.81,5.2,6.9,Media
100640,3.4,10.8,5.88,4.96,7.1,Media
100480,7.000001,7.2,6.67,5.72,7.3,Media
100560,10.900002,10.7,7.14,5.42,7.8,Media
100030,9.400002,16,6.67,5.22,7.8,MuyAlta
99520,13.1,17.7,8.33,6.64,7.9,MuyAlta
99330,12.8,16.2,9.09,6.53,8.6,MuyAlta
99460,14.100003,13.7,10,7.14,8.3,MuyAlta
100180,13.500002,14.5,10,7.2,8.3,MuyAlta
100890,8.800001,11.2,10.81,7.35,8,MuyAlta
101050,4.3,9.3,11.43,7.56,7.7,Moderada
100160,3.800002,14.2,10.81,7.65,7.5,MuyAlta
99330,15.9,17.1,12.9,7.89,8.2,MuyAlta
98830,17.100002,16.9,10.81,7.71,8.7,MuyAlta
98580,15.400002,14.8,10.81,7.97,8.1,MuyAlta
98050,13.2,19.3,11.43,7.52,8.1,MuyAlta
98160,9.4,8.2,12.12,8.26,7.7,MuyAlta
98280,10,10.5,11.43,7.67,7.4,MuyAlta
98750,12.6,13.4,12.12,7.38,7.5,MuyAlta
99080,13.7,12.8,12.12,7.52,6.7,MuyAlta
99080,11.400003,9.2,12.12,8.05,7.5,MuyAlta
98810,8.200002,9.2,12.12,8.56,7.3,MuyAlta
98550,6.800002,6.3,12.12,8.1,7.7,Moderada
98730,2.000001,12.3,10.81,7.51,6.5,Moderada
99190,3.100002,7.6,10.81,8,6.8,Moderada
99410,2.200001,3.2,10,7.83,6.6,Moderada
99390,1.200001,5.3,10,8.09,7.1,Moderada
99240,-2.499999,7.9,10.81,7.91,6.9,Moderada
99150,-6,10.7,10,6.89,6.3,Moderada
99250,-9.199999,13.9,10.81,6.32,5.7,Moderada
99760,-7.499997,14.7,7.14,5.93,5.6,Moderada
100410,-4.599998,8.8,7.14,6.13,6,Media
100970,-1.099997,6.1,10,6.75,6,Media
101260,3.3,4.7,11.43,7.39,5.5,Media
100740,2.7,8.5,11.43,6.69,6.3,Moderada
99690,4.900002,19.3,6.67,5.61,6.8,Moderada
99430,12.700002,17.8,7.69,6.28,7.2,Moderada
99600,7.500001,13.2,9.09,5.97,6.3,Moderada
99430,1.8,6.7,8.33,6.18,6,Moderada
99020,1.6,3.5,10,6.71,5.9,Moderada
98730,4.9,8.9,9.09,6.59,6.3,Moderada
98210,4.7,3.8,9.09,7.01,7.3,Moderada
98720,11.600003,16.9,10,5.83,6.9,Moderada
99280,11.400003,12.3,10.81,7.04,7.3,Moderada
99110,12.5,11.1,10,6.9,7.9,Moderada
99000,10.8,12.1,10.81,6.8,7.9,Moderada
99250,8.8,12.4,10.81,7.32,7.8,Moderada
99550,9.3,11.1,10.81,7.58,7.7,Moderada
98640,10.3,14.5,13.79,7.55,7.4,MuyAlta
98740,11,8,9.09,7.49,7.2,MuyAlta
99650,10.8,22,11.43,7.52,7.2,MuyAlta
100440,8.100001,10.6,12.12,7.65,7.3,Moderada
100280,7.900002,8.4,11.43,7.22,7.2,Moderada
99140,-1.899998,8.7,10.81,7.35,7.1,Moderada
98590,-8.199999,9.8,12.9,6.89,6.8,Moderada
99760,-0.999998,8.1,9.09,7.55,7.1,Moderada
100400,0.8,11.9,8.33,6.24,5.2,Moderada
100850,-2.1,9.7,10,6.97,3.8,Moderada
101210,-1.599998,12.1,10.81,7.11,5,Moderada
101410,-2,8.5,10.81,7.11,4.3,Moderada
101560,-0.699997,5.5,10,7.16,3.9,Moderada
101460,0.200002,3.1,9.09,7.33,3.7,Media
101330,-0.299998,3.6,10.81,7.29,3.9,Media
101300,2.400002,3.4,10,7.1,3.9,Media
101180,2.6,3.7,9.09,7.2,4,Baja
101100,2.600002,8.4,10,6.4,4.6,Media
100690,3.700001,14.2,5.56,4.68,5.7,Moderada
100410,6.5,17.1,7.69,5.86,6,Moderada
100560,6.9,12.9,8.33,6.43,7.1,Moderada
100540,5.100001,7.3,8.33,6.8,7,Moderada
100790,4.800002,4.1,9.09,7.45,7,Moderada
101310,7.100001,10.3,10,7.14,7.3,Moderada
101570,8,8.7,10,6.52,7.1,Media
101960,6.7,7.9,9.09,6.82,7,Media
101960,8.200002,9,10,6.29,7.5,Media
102150,6.1,8.3,9.09,6.22,7.1,Media
102320,6.700002,6.5,10,6.74,7,Media
102620,2.3,5.5,11.43,6.57,7,Media
102660,0.900002,8,8.33,5.94,6.5,Media
102300,-2,12.8,8.33,5.25,6.2,Moderada
101660,-2.4,16.5,6.67,5.48,6.6,Moderada
101370,-0.8,17.7,8.33,6.44,6.9,MuyAlta
101260,-0.899998,14.5,9.09,6.7,6.8,Moderada
101000,-4.7,15.4,8.33,6.35,6.8,Moderada
100570,-7.599998,13.8,9.09,6.79,6.5,MuyAlta
100430,-7.2,16.6,14.81,7.66,6.6,MuyAlta
100450,-3.699998,14.3,14.81,7.99,6.8,MuyAlta
100580,-2.799997,12.6,14.81,7.9,5.9,MuyAlta
100650,-5.199998,11.3,9.09,7.61,5.1,Moderada
100740,-4.4,14.1,9.09,7.49,5.6,Moderada
100690,-2.1,10.7,12.12,6.46,4.8,Moderada
100670,-0.599997,10.2,7.69,6.74,5.2,Moderada
100790,0.800003,10.9,11.43,6.04,5.7,Media
101040,1.400002,12.7,11.43,6,6.3,Moderada
101200,3,8.7,7.69,6.38,6.9,Media
101420,3.600002,7.4,10.81,6.65,6.9,Media
101450,0.8,4.5,11.43,7.08,6.5,Media
101390,-1.9,5.7,11.43,7.34,6.1,Media
101130,-4.999997,8.9,10.81,5.58,6.1,Media
100770,-7.9,7.1,10,5.81,5.5,Baja
100040,-11.1,8.4,10.81,5.32,5.3,Media
99470,-12.099998,8.5,5.26,4.64,3.4,Moderada
98870,-10.9,12.1,8.33,5.74,4.4,Moderada
98590,-10.099998,15,10.81,6.56,2.7,Moderada
98360,-9.599998,10.8,10.81,7.22,1.3,MuyAlta
98130,-6.699998,11.2,11.43,7.83,1,Moderada
98080,-4.299998,11.6,10.81,7.61,1.1,Moderada
98100,0.900002,4.9,10.81,7.92,1.3,Moderada
98210,1.9,9.3,10,6.81,2.1,Media
98220,6,7.9,8.33,6.31,2.8,Moderada
98630,8.300003,8.2,11.43,7.28,3.4,Moderada
99000,7.1,9,11.43,6.86,3.9,Moderada
99410,7.200002,10.8,9.09,6.34,3.5,Media
99890,4.7,8.9,12.12,6.46,3.8,Moderada
100410,5.3,6.4,11.43,6.16,4.1,Moderada
100660,4.600001,8.6,10,6.59,4.7,Media
100900,5,7.1,10,6.12,5.5,Media
101070,7.700002,8.7,?,?,6.4,Moderada
100890,7,13.8,6.25,5.8,6.7,Moderada
100540,8.8,17.3,7.14,5.76,6.4,MuyAlta
99970,6.300002,18.3,10.81,7.51,5.9,MuyAlta
99130,4.8,17.3,12.12,7.86,6.7,MuyAlta
98910,7.9,7.7,10,8.31,7.1,MuyAlta
99430,12.500002,12.2,11.43,8.01,7.2,MuyAlta
100050,9.100001,7.5,11.43,8.32,6.8,MuyAlta
100270,4.2,5.3,12.12,8.48,6.5,Moderada
100260,0.1,3.7,11.43,8.26,6.5,Moderada
100220,-2.599998,4.4,11.43,8.17,6.1,Moderada
100050,-5.699998,7.1,11.43,8.72,6.2,Moderada
99730,-6.699998,14.5,11.43,6.78,6.1,Media
99180,-3.8,10.3,10,6.03,6.1,Media
98900,5.900002,4.8,9.09,7.04,6.6,Moderada
99140,11.6,13.6,10,5.76,6.8,Moderada
99770,17.100002,12.9,9.09,6.38,7,Moderada
100480,15.800001,14.4,9.09,6.62,6.9,MuyAlta
101120,16.200001,15.5,10.81,7.32,7,Moderada
101770,9.200002,9.8,10.81,6.81,6.8,Moderada
102340,4.9,8.4,9.09,6.36,6.8,Media
102610,1.300002,4,10.81,6.84,6.4,Moderada
102550,1.700001,8.2,10,6.93,6.4,Moderada
101990,4.200002,15.9,5.56,5.5,6.6,Moderada
101590,12.800001,17.6,7.69,5.85,7.6,MuyAlta
101180,14.800001,19.3,9.09,7.24,7.6,MuyAlta
100880,17.600002,18.6,12.12,7.96,7.5,MuyAlta
100700,18.100002,18.6,11.43,7.99,8.2,MuyAlta
101130,9.5,10.6,12.12,8.59,7.7,MuyAlta
101570,1.100002,6.4,12.9,8.76,6.7,MuyAlta
101600,-1.9,3.7,11.43,8.43,6.5,Moderada
101220,-5.999999,9.8,12.12,8.09,6,Moderada
100580,-3,12.6,12.12,6.9,5.8,Moderada
100280,-3.5,5.7,10.81,7.03,6.4,Moderada
100290,-3.8,13.9,10.81,5.99,6,Moderada
100630,-4.9,14.7,11.43,6.03,6.2,Moderada
101120,-3.499999,14.3,7.14,6,5.5,Moderada
101660,-1.499998,11.7,7.14,6.07,6.1,Media
102000,0.100002,8.7,10,5.85,6.1,Media
102230,0.8,5.6,7.69,6.3,6.1,Media
102270,3.800002,2.8,9.09,5.95,6.8,Baja
102150,3.9,8.3,10,6.06,6.2,Media
101810,6.2,15.1,5.26,4.96,6.2,Moderada
101540,5.4,18.2,7.69,5.98,6.8,MuyAlta
101360,7.900002,19.1,8.33,6.72,7.1,MuyAlta
101370,10.900002,18.4,10,6.63,7.5,Moderada
101480,12.500002,14,9.09,6.5,7.8,Moderada
101480,12.4,14.4,9.09,6.37,7.8,Moderada
101470,13.200002,12.9,10,6.46,7.9,Moderada
101940,9.600001,7.7,10,6.87,6.9,Moderada
102010,5.6,3.1,8.33,6.86,6.8,Moderada
101950,6.200002,6.6,8.33,7.17,7,Media
101760,10.200002,10.9,10,6.41,7.4,Moderada
101910,8.700003,13.2,7.14,5.98,7.1,Moderada
102280,2.600002,5.7,9.09,6.5,6.6,Media
102590,-0.599997,8,9.09,6.71,6.5,Media
102810,1.3,7.3,10,6.43,6.2,Media
103010,0.8,3.9,9.09,6.56,5.4,Media
103110,2.8,2.4,9.09,6.26,4.2,Media
102910,6.2,5.8,9.09,6.84,4.3,Media
102380,7,11.8,9.09,5.07,6.1,Media
101850,8.200002,16.8,6.25,5.41,6.2,Moderada
101750,8.500002,12.3,9.09,6.38,6.5,Moderada
101560,6.3,5.5,10,6.7,6.6,Moderada
101480,-1.3,2.4,10,6.86,6.7,Media
101810,-8,6.4,10.81,6.95,6.5,Moderada
102350,-13.5,12.4,10.81,5.82,6.5,Media
102860,-12.8,9.4,10.81,5.97,6.7,Media
103170,-10.2,9.8,10.81,5.48,5.8,Media
103360,-7.9,7.1,10,5.6,5.5,Baja
103360,-6.3,7.3,10,5.22,5.3,Baja
103360,-5.2,6.2,10.81,5.48,4.8,Baja
103310,-1.9,4.2,9.09,5.52,4.8,Baja
103250,0.2,5.3,10,5.99,4,Baja
103150,4.1,6.7,7.69,4.68,4.6,Baja
103040,5.900002,8.4,3.7,4.15,6,Baja
102890,7.100003,9.2,5.56,4.51,6.8,Media
102760,4,10.4,6.25,4.87,6.9,Media
102900,-2.599998,7.3,6.67,4.81,6.6,Baja
103040,-4.199997,5.6,6.25,5.01,5.8,Baja
103180,-1.099998,3.6,10.81,5.64,5.2,Baja
103050,1.500003,6,11.43,5.7,5.2,Baja
102780,4.000003,8.5,10.81,4.48,5.3,Baja
102430,8.900002,10.5,3.85,4.33,5.9,Media
102040,9.9,11.2,5.26,4.54,6.5,Media
101990,7.800003,10.9,7.14,5.35,6.3,Media
102240,4.800002,9.2,8.33,5.73,6.9,Media
102320,4.3,7.6,9.09,5.8,6.1,Media
102230,6.7,4.3,8.33,6.35,5,Media
101790,9.2,8.9,9.09,5.55,5.8,Media
101520,9.600001,9,9.09,5.38,6.5,Media
101410,6.7,12.4,5.88,5.29,6.1,Media
101360,9,8.7,7.14,5.7,5.9,Media
101140,8.700002,9.6,7.14,5.64,5.9,Baja
100890,6.500001,6.2,6.25,5.46,4.7,Media
101050,3.700001,0.6,7.14,6.26,5.2,Media
101480,2.400002,5.4,12.9,6.84,6.4,Media
102010,2.500001,4.6,7.14,6.36,6.2,Baja
102380,2.600002,3.6,9.09,6.66,6.1,Baja
102610,0.8,2.3,8.33,6.18,5.2,Baja
102690,1.5,4.9,16,7.39,6.5,Baja
102610,2.1,6.3,16,5.91,6.6,Baja
102540,3,7.3,10,6.14,6.7,Media
102330,5.7,4.7,10,6.14,6.8,Media
102160,4.600001,5.1,12.12,9.04,7,Media
102130,2.500001,7.6,10.81,7.35,6.9,Media
102070,-1.499998,9.2,10.81,5.89,6.4,Media
102050,-5.999999,11.8,10,5.84,5.6,Media
102080,-6.2,9.2,8.33,5.44,4.7,Moderada
102150,-6.399999,11.7,10,6.17,4.6,Moderada
102090,-2.9,9.4,8.33,6.41,3.8,Moderada
102040,-2.6,9.9,11.43,7.2,4,Moderada
101950,-1.4,15.6,8.33,5.66,3.6,Moderada
101860,-7.199998,9.8,9.09,6.53,1.1,Moderada
101740,-6.499999,9.8,10,6.52,1.3,Moderada
101620,-8.899999,6.1,10,6.85,1,Media
101190,-8.599998,9,10.81,6.67,1.4,Media
100740,-9.1,10.6,7.69,5.58,1.7,Media
100100,-10.499998,12.5,6.67,4.74,1.4,Media
99560,-15.599997,14.9,6.25,4.96,3,Moderada
98870,-17.9,18.9,7.69,6.01,2.7,MuyAlta
98530,-15.599998,18.5,9.09,6.57,3.1,Moderada
98990,-9.399999,15.2,9.09,6.47,3.4,Moderada
99580,-4.8,8.8,10.81,6.63,3,Moderada
99740,-3.599998,4.5,11.43,7.66,3,Moderada
99650,-4.199998,11.7,10.81,6.78,1.3,Moderada
100100,-0.2,16.1,11.43,6.87,1.2,Moderada
100500,2.4,11.9,7.69,6.5,-0.9,Moderada
100580,3.600002,13,10,7,-0.8,Moderada
100500,-1.799999,10.3,10.81,7.07,0.1,Moderada
100590,-4.199997,9.3,10.81,7.07,-0.3,MuyAlta
100800,-3.2,14.8,11.43,7.18,0.5,MuyAlta
101150,-0.699998,16.5,10,6.86,1.9,Moderada
101300,3.9,5.9,10,7.19,1.6,Media
101230,10.7,11.4,9.09,5.86,3.8,Media
101090,12.700002,13.1,5.56,5.18,4.7,Moderada
100850,12.100001,15.7,8.33,6.24,5.3,MuyAlta
100480,13.1,19.2,12.9,7.46,5.6,MuyAlta
100410,16.5,19.2,10,7.91,6.8,MuyAlta
100990,7.6,5.7,12.12,8.24,6.5,MuyAlta
101100,1.600003,4.2,10,8.08,6.5,Moderada
100850,-4.099997,7,10,8.18,6.2,Moderada
100360,-2.5,8.1,9.09,7.42,6.6,Media
99800,0.000002,9.4,12.12,6.5,6.9,Moderada
99860,10.100001,8.9,8.33,6.31,7,Moderada
