@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7,8,9,10,11,12,14-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2'

@attribute pres numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
103320,7.200002,8.7,12.12,8.32,7.1,Moderada
103190,8.000002,10,12.9,7.49,7,Moderada
102740,11.700002,11.6,12.9,7.47,6.8,Moderada
102280,12.600001,15.3,10.81,6.38,7.4,Moderada
101760,14.9,14.5,9.09,6.45,8,Moderada
101590,14.8,14.2,10.81,6.93,8.1,MuyAlta
101480,16.700001,15,10,7.54,8.5,MuyAlta
101340,15.500002,15.1,12.9,7.57,8.7,MuyAlta
101040,17.100002,13.7,11.43,7.41,8.4,MuyAlta
100630,17,17.7,12.9,7.02,8.3,MuyAlta
100560,17.000004,16,10,7.37,8.4,MuyAlta
100350,14.800001,17,10,7.52,8,MuyAlta
100200,10.4,11,10.81,7.82,8.4,MuyAlta
100450,9.300001,13.1,10.81,6.85,7.9,Moderada
100560,9.600003,11,11.43,7.11,7.8,MuyAlta
100420,4.4,4.8,16,8.82,7.4,Moderada
100350,2.7,5.3,14.81,8.56,7.8,MuyAlta
100440,1.200003,5.6,16,9.85,7.6,Moderada
100400,1,5,10.81,8.36,7.5,Moderada
100400,-0.899997,5.6,13.79,8.48,7.2,Moderada
100350,0.900002,5,13.79,7.68,6.7,Moderada
100260,5.800003,7.6,11.43,8.15,6.6,Moderada
99890,8.8,9.7,10,7.12,6.7,Moderada
99210,10.000002,15.4,8.33,5.87,7.4,Moderada
98690,8,15.3,8.33,5.97,6.8,Moderada
98390,5.000003,8.3,9.09,6.79,6.4,Moderada
98540,8.500002,11.7,9.09,6.06,7,Moderada
98870,8.500002,9.1,17.39,7.22,6.8,Moderada
99010,9.500002,8.6,16,8.01,7.1,Moderada
99050,4.9,7.6,10.81,7.9,6.7,Moderada
99090,5.800002,5.9,12.9,8.31,7.3,Moderada
98790,-3.299999,10.5,11.43,7.66,7.2,Moderada
98240,-3.499999,17,11.43,5.75,7.4,Moderada
98280,-1.5,11.4,8.33,7.31,6.7,Moderada
98360,-5.099998,5.6,12.12,8.13,7,Moderada
98620,-6.399999,6.4,12.12,8.17,6.7,Moderada
99000,-6.999999,8.3,10.81,7.63,7.1,Moderada
99330,-4.599998,9.9,11.43,6.02,6.3,Media
99570,-2.4,5.1,10,6.37,5.7,Media
99570,1.500002,1.6,10,6.45,5.3,Media
99340,0.5,9.8,10,6.67,5.8,Media
98850,-2.6,14.2,5.56,4.92,6.7,Moderada
98310,-5.899999,14.6,6.67,5.65,7.5,MuyAlta
98230,-1.6,20.2,8.33,7.09,7.4,MuyAlta
98240,1.600002,9.7,11.43,8.08,7.8,MuyAlta
98250,-1.999997,10.3,12.12,8.94,7.8,MuyAlta
98270,-4.899999,9.6,11.43,7.85,7.6,Moderada
98120,-6.899999,9.6,11.43,7.68,6.9,Moderada
98310,-5.499999,8.9,10.81,7.61,7.2,Moderada
98500,-1.6,5.7,12.9,8.04,6.5,Moderada
98740,1.800002,3.4,11.43,8.02,6.5,Moderada
98950,4.800002,3.7,10.81,8.66,6.5,Media
98480,8.7,9.7,12.12,6.87,7,Moderada
97340,5.4,16.8,12.9,6.04,7.6,MuyAlta
96250,7.4,22.9,10,7.68,7.3,MuyAlta
96020,10.8,9.7,10.81,7.67,7.5,MuyAlta
96220,14.800001,14.9,11.43,7.96,7,MuyAlta
96580,18.200001,18.8,11.43,8.48,6.9,MuyAlta
97190,15.900002,21.5,12.9,8.61,5.9,MuyAlta
97660,16.300001,20.4,11.43,8.12,6.7,MuyAlta
98170,16.500002,16.7,12.9,8.41,6.8,MuyAlta
98540,12.600001,11.2,12.9,8.47,6.6,Moderada
98750,8.6,8.9,12.9,7.45,5.9,Moderada
99010,4.500001,5.9,12.9,8.62,6.3,Moderada
99320,3.4,8.6,10.81,7.21,6.1,Media
99550,5.100003,9,12.12,7.37,6.8,Moderada
99770,3.600002,10,11.43,7.15,6.7,Moderada
99880,0.700003,15.5,13.79,7.3,4,Moderada
99960,2.1,10.6,10.81,7.67,5.5,Moderada
99960,0.8,9,11.43,7.07,4.7,Moderada
99990,-1.9,8.1,10.81,6.93,4.2,Media
100110,-3.799999,7.5,9.09,5.99,3,Moderada
100290,-5.499999,10.3,10.81,5.82,4.1,Moderada
100510,-1.499998,14.2,9.09,5.9,3.8,Moderada
100720,-0.599998,9.9,6.67,5.75,3.4,Moderada
100890,0.000003,4.5,10,7.41,3.9,Moderada
100910,7.6,6.8,10,7.6,4.5,Media
100810,8.3,10.2,10,6.2,7.4,Moderada
100960,3.200001,16.8,6.67,5.4,7,MuyAlta
101310,3.4,17.2,10.81,7.12,6.5,MuyAlta
101550,5.200002,15.8,11.43,7.29,6.1,MuyAlta
101950,1.000002,16,17.39,8.53,5.5,MuyAlta
102350,-0.3,14,17.39,8.16,6.3,MuyAlta
102550,0.300003,10.2,16,8.56,6.3,MuyAlta
102530,5.200002,8.7,16,9.03,6.2,Moderada
102200,6.300002,7.1,14.81,8.4,5.9,Moderada
101330,5.2,11,14.81,6.59,6.4,Moderada
99960,8.200002,19.1,7.14,6.37,6.5,MuyAlta
98760,12.300001,26.1,10,8.18,6.1,MuyAlta
98500,13.100001,13.6,12.12,8.96,6.4,MuyAlta
98380,14,13.7,12.12,8.06,6.2,MuyAlta
98030,16.200001,16,11.43,8.11,5.7,MuyAlta
97880,10.9,19.5,12.12,8.45,6,MuyAlta
98110,1.8,15.3,12.9,8.34,5.9,MuyAlta
98720,-6.4,10.9,12.9,7.81,6.6,Moderada
99420,-6.999999,5.6,12.12,7.88,6.6,Moderada
99730,0.7,4.1,12.12,8.09,6.3,Moderada
99030,9.2,11.6,11.43,7.26,6.2,Moderada
97800,11.5,18,11.43,5.64,4.8,Moderada
97640,0.100002,14.5,7.69,5.97,5.9,MuyAlta
97880,2.8,14,10,6.81,4.3,MuyAlta
97890,6,17.8,10,7.53,6.1,MuyAlta
97870,6,17.3,13.79,8.47,5.8,MuyAlta
98010,1.7,14,13.79,9.44,5.5,MuyAlta
98100,-2.6,15.6,12.9,8.26,5.7,MuyAlta
98450,-6,14,11.43,7.5,6.2,MuyAlta
99030,-7.3,17.3,10.81,7.13,5.1,Moderada
99170,-2.999997,12.8,9.09,6.8,5.3,Moderada
99220,1.6,9.8,9.09,6.41,4.7,Moderada
98940,3.3,10,9.09,6.69,4.8,Media
98950,0.400002,3.1,10,6.84,4.2,Media
99070,-2.599998,4.3,8.33,6.27,4.4,MuyAlta
99620,-5.1,5.7,13.79,11.09,3.4,Moderada
100010,-5.899999,11.2,12.9,7.56,4.8,Moderada
100160,-6.299998,15.8,12.12,7.04,2.3,MuyAlta
100440,-9.399999,13.2,12.12,6.95,1.5,MuyAlta
100810,-8.099998,17.2,10.81,6.72,4,MuyAlta
101240,-10.4,17.4,10,7.58,4.6,MuyAlta
101650,-11.1,15.7,10,6.91,4.4,MuyAlta
101970,-7.4,14.3,10,7.01,5,Moderada
102040,-1.2,8.5,9.09,6.62,5.2,Moderada
101970,2.500001,5.6,10.81,6.88,5.9,Media
101750,10.100001,6.7,10,5.58,5.6,Moderada
100890,14.700002,16.9,5.88,5.16,6.2,MuyAlta
100230,13.500002,19.9,10,6.98,5.5,MuyAlta
100350,5,9.4,12.12,8.09,6.6,MuyAlta
100400,5.9,8.1,12.12,7.77,6.3,MuyAlta
100390,8.500002,9.4,10.81,8.16,6.3,MuyAlta
100500,6.5,7.4,10.81,8.7,5,MuyAlta
100790,6.100001,10,12.9,9.04,6.3,MuyAlta
100920,7.8,9,13.79,8.89,6,MuyAlta
101100,7.4,11.4,14.81,9.32,5.4,MuyAlta
101180,8.300001,8.3,13.79,8.28,6.1,Moderada
101030,11.900002,12.8,14.81,7.77,6.5,Moderada
100460,16.700001,16.5,6.67,6.28,6.8,MuyAlta
100410,-3.999999,15.2,?,?,6.6,MuyAlta
101290,-2.599998,9,10.81,7.66,6.5,MuyAlta
101630,2.200001,5.3,12.12,8.28,6.4,Moderada
101600,5.9,8.9,12.12,8.92,6.1,MuyAlta
101280,9.400002,14.6,12.12,7.56,6.1,MuyAlta
100680,15.700002,20.3,7.69,6.89,7.3,MuyAlta
100650,15.3,20.7,10,7.18,7.3,MuyAlta
100880,4.7,9.6,12.12,8.18,7.2,MuyAlta
100200,6.8,10.4,10.81,8.54,7,MuyAlta
99950,13.600001,15.8,10.81,8.03,7.9,MuyAlta
99930,7.6,9.1,10.81,8.45,6,MuyAlta
100540,4.9,11.1,10.81,8.54,6.2,MuyAlta
100860,13.000002,11.2,12.9,8.34,6.5,MuyAlta
100850,12.500002,12.6,11.43,7.63,7.3,MuyAlta
100330,6.1,12.2,10.81,7.7,6.8,MuyAlta
99500,12.3,15.8,10.81,7.23,7.3,MuyAlta
99240,12.600003,19.3,11.43,7.35,7.9,MuyAlta
99490,8.500002,7.9,10,8.89,6.6,MuyAlta
100190,9,9.8,12.9,9.06,6.6,MuyAlta
100790,9.2,15.1,12.12,8.29,5.9,MuyAlta
101290,9.800001,11.1,12.12,8.51,6.6,MuyAlta
101420,6.1,9.2,11.43,8.58,6.3,MuyAlta
101100,3.300002,11,11.43,8.2,6.3,Moderada
100600,0.9,13.7,10.81,7.73,6.6,Moderada
100030,5.200002,17.9,7.14,6.45,6.8,MuyAlta
99710,9.700002,18,8.33,6.47,7.1,MuyAlta
99610,9.800001,17.4,10,6.95,7.3,MuyAlta
99690,11.700002,18.5,10,7.05,7.3,MuyAlta
99760,10.400002,16.2,10.81,7.77,6.6,MuyAlta
99980,7.700002,14.4,11.43,8.04,6.6,MuyAlta
100130,3.500001,8.4,14.81,8.77,6.9,MuyAlta
100220,0.900002,4.1,11.43,8.5,6.8,Moderada
100400,-4.799998,2.2,12.12,8.53,5.3,Moderada
100420,-4.499999,1.3,12.12,8.04,6.2,Moderada
100520,-7.7,8,10.81,8.06,5.8,Media
100500,-4.6,4.9,12.12,7.72,5.3,Media
100560,-1.3,2,10.81,7.97,4.8,Moderada
100590,4.2,8.3,12.9,8.2,5.5,Media
100760,2.900002,5.5,12.9,7.65,6.1,Media
100660,2.800002,8.4,11.43,6.37,6.4,Media
100340,3.4,9.8,11.43,5.66,6.6,Moderada
99900,4.800002,15.4,6.25,5.41,7.4,Moderada
99430,5,17,8.33,6.22,7.3,MuyAlta
99090,7.500001,17.6,9.09,7.02,7.4,MuyAlta
98890,10.000002,14.9,10.81,7.54,7.1,MuyAlta
99040,16.100002,17.8,10.81,7.69,7.5,MuyAlta
99920,14.100001,14.5,12.9,8.46,6.8,MuyAlta
100350,11.300001,13.8,10.81,8.13,6.8,MuyAlta
100390,9.000002,13,10.81,7.75,6.9,MuyAlta
99890,11.100001,17.6,10,6.96,6.8,MuyAlta
99570,13.6,18.6,9.09,7.28,7.1,MuyAlta
99360,10.400002,20,12.12,7.67,7.4,MuyAlta
99200,11.400003,18,10,7.83,7.3,MuyAlta
99440,7.8,9,12.9,8.79,7.1,MuyAlta
99260,1.800002,5.1,11.43,7.87,6.4,MuyAlta
98940,3.400002,4.4,10.81,8.69,6.7,MuyAlta
98870,7.3,5.6,10.81,8.45,6.2,MuyAlta
99070,9.3,9.4,10.81,8.45,6.6,MuyAlta
99040,5.800002,10.7,11.43,8.1,6.6,Moderada
98620,-1.7,8.8,11.43,7.35,6.8,Moderada
98280,-6.7,9.5,11.43,7.05,6.5,Moderada
98410,-5.199998,5.6,10.81,7.47,6.9,Moderada
98600,-4.699998,4.5,10.81,8.05,6.7,Moderada
99050,-3.7,5.6,10.81,7.73,6.6,Media
99540,-1.599998,6.7,10.81,7.11,6.6,Media
100090,-1.599997,9,10.81,6.16,5.8,Media
100530,0.3,5.6,10.81,6.44,5.2,Media
100720,2.600002,2.4,9.09,6.74,4.3,Media
100730,4.000001,5.9,10,6.58,4.9,Media
100500,5.500001,11.7,12.12,5.19,5.4,Moderada
100070,3.5,14.6,11.43,6.16,5.9,MuyAlta
99390,3.9,17,12.9,7.07,6.5,MuyAlta
98820,6.4,19.5,10.81,7.22,6.9,MuyAlta
98360,3.9,20.7,11.43,8.23,6.2,MuyAlta
98070,6.6,18.6,11.43,8.75,5.7,MuyAlta
98290,11.6,10.9,14.81,9.11,6.9,MuyAlta
98660,11.000002,12.2,11.43,8.57,7.1,MuyAlta
98820,4.9,9.7,11.43,7.96,7,Moderada
98700,0.200002,9.4,12.12,8.02,6.5,Moderada
98240,-6.1,9,13.79,7.48,6.5,Moderada
97650,-7.199997,11.9,9.09,6.63,6.7,MuyAlta
97760,0.3,12.6,11.43,8.16,6.7,MuyAlta
98510,9.300003,6.2,13.79,9.56,6.3,MuyAlta
98900,8.900002,10.3,11.43,7.85,6.4,Moderada
99020,1.900002,8.6,12.12,7.48,6.8,Moderada
98720,-2.999999,12.2,11.43,7.07,6.7,Moderada
98750,1.000002,10.8,10.81,6.62,6.8,Moderada
99130,5.800003,5.4,10,7.88,5.5,Moderada
99500,8.200002,12,10,6.58,5.9,Moderada
99820,6.900002,8.3,9.09,6.8,5.5,Moderada
99900,5.6,9.8,9.09,6.6,6.4,Moderada
99510,2,14.3,10,5.51,6.5,Moderada
98580,1.000002,18,7.69,6.18,6.8,MuyAlta
97710,1.6,22.5,10.81,7.48,6.3,MuyAlta
97490,6.6,10.7,12.12,8.45,6.9,MuyAlta
97550,6.200002,10.3,12.12,9.51,6.7,MuyAlta
97780,7.800003,7.2,12.12,9.14,6.7,Moderada
98170,11.600003,12.7,12.12,7.82,6,MuyAlta
98440,12.9,12.7,12.9,8.09,6,Moderada
98750,10.800001,11.1,12.12,6.91,6.2,Moderada
99170,6.000001,8.9,10.81,7.2,6.3,Moderada
99710,5.2,11.9,10,6.26,6,Moderada
99940,7.5,8.8,9.09,6.87,5.7,Moderada
99660,11.700003,12.2,10,6.03,6,Moderada
99300,12.5,17.2,6.67,5.85,6.1,Moderada
99520,7,7.3,8.33,6.93,6.6,Moderada
99790,3.500001,7.3,9.09,6.78,6.7,Moderada
99780,3.700001,5.3,10,7.06,6.5,Moderada
99610,6,9.8,8.33,6.8,6.5,Moderada
99220,11.7,14.3,9.09,6.28,6.2,Moderada
99020,10.400002,13.8,8.33,6.36,6.9,Moderada
98890,6.800002,8.6,10,7.24,6.5,MuyAlta
98730,3.200001,6,14.81,10.52,6.5,MuyAlta
98310,-3.899998,4.3,16,9.44,6.1,MuyAlta
98700,3.700001,10.8,11.43,8.16,6.2,MuyAlta
99260,12.3,12.1,12.9,7.99,6.4,MuyAlta
98480,8.500002,17.4,12.9,8.15,6.9,MuyAlta
97420,12.200002,21.6,10,7.75,7.3,MuyAlta
96830,12.5,17.4,12.12,8.88,7.8,MuyAlta
96940,8.900002,14,13.79,9.48,7.1,MuyAlta
96790,16.000002,13.7,12.9,8.62,7.3,MuyAlta
97080,14.400002,19.4,13.79,8.46,6.7,MuyAlta
97680,12.300001,15.3,13.79,8.82,6.5,MuyAlta
98350,6.000001,10.4,13.79,9.65,6.1,MuyAlta
98960,3.000001,6.6,13.79,8.84,6.7,Moderada
99390,0.200003,7.2,10.81,8.2,5.7,Moderada
99660,-1.199998,8,12.9,7.71,4.5,Moderada
99940,-3.699997,10.5,10,8.27,5,Moderada
100280,-4.999999,12.1,12.12,7.06,5.4,Moderada
100740,-2.699997,11.9,11.43,6.21,5.3,Moderada
101080,-3.2,10.6,10,6.47,5.2,Moderada
101490,-5.1,11.9,10.81,6.77,5.4,Moderada
101900,-4.6,12.2,12.12,6.51,5.9,Moderada
102090,-0.9,7.8,11.43,7.29,5.4,Media
102130,2.9,6.7,10,6.64,5.5,Media
102080,5.400002,7.6,10,6.63,5.5,Media
101750,9.9,9,12.12,6.84,5.4,Moderada
101240,10.5,12,12.12,7.16,5.3,MuyAlta
100950,9.3,13.3,13.79,7.22,6.1,Moderada
101020,3.700001,10.8,14.81,7.49,6,Moderada
101130,0.6,11.3,12.9,6.94,6.3,Moderada
101110,-0.6,6.3,12.9,7.9,4.6,Moderada
100900,-1.199997,5.4,12.9,7.88,4.9,Moderada
100460,3.4,6.8,12.12,8.74,5.6,Moderada
99870,8.700002,11.1,10.81,7.07,5,Moderada
99180,8.800001,17.3,7.69,6.35,5.2,MuyAlta
98820,10.200002,12,12.12,8.29,6.3,MuyAlta
98720,11.4,12.2,17.39,10.51,6.5,MuyAlta
98700,12.200002,12.3,16,9.67,6.2,MuyAlta
98490,10.6,12.7,10.81,8.64,5.9,MuyAlta
97460,15.400002,18.2,10,7.85,6.6,MuyAlta
98300,17.799999,18.6,10.81,8.15,5.9,MuyAlta
98940,14.2,14.9,11.43,7.38,6,MuyAlta
99210,11.3,10.1,11.43,7.65,4.8,MuyAlta
99420,10.3,10.8,12.12,7.98,5.1,MuyAlta
99640,5.3,9.1,11.43,7.52,4.9,Moderada
100130,3.7,11.5,12.12,7.54,5.1,Moderada
100520,4.000001,13.5,12.12,7.74,4,MuyAlta
101180,7.7,10.2,12.12,8.44,5.2,MuyAlta
101450,5.800002,7.5,12.12,8.24,5.3,MuyAlta
101190,5.300002,13.1,12.9,7.87,5.4,MuyAlta
100230,4,20.9,11.43,6.49,5.6,MuyAlta
99770,12.000002,11.8,10.81,8.28,6.4,MuyAlta
100240,18.1,12.9,11.43,7.62,6.9,MuyAlta
100780,18.200001,17.8,11.43,7.95,5,MuyAlta
101220,11,12.5,14.81,9.77,6.7,MuyAlta
101050,1.4,9.4,14.81,9.42,6.4,MuyAlta
100510,-1.599998,3.6,13.79,9.28,5.8,Moderada
101030,1.200001,9.7,12.9,7.92,5.8,Moderada
101620,4.4,6.4,11.43,6.97,3.8,Moderada
101690,-0.499998,4,10,7.93,4.3,Moderada
100940,-6.999999,14.5,10,6.6,5.9,Moderada
99670,-4.399999,17.5,7.14,6.21,6.4,MuyAlta
99240,10.100003,13.2,8.33,6.66,6.9,Moderada
99500,10.7,10.9,8.33,6.4,7,Moderada
99190,-1.4,9.1,8.33,7.47,6.6,MuyAlta
98590,6.5,13.1,12.12,7.75,7,MuyAlta
99060,17.200001,18,8.33,7.12,6.5,MuyAlta
99900,16.200001,16.5,10.81,7.83,6.5,MuyAlta
100210,3.9,12.9,13.79,7.92,6.6,Moderada
99270,-2.7,12.5,11.43,7.67,6.6,Moderada
98580,3.700003,11.8,10,7.29,7,MuyAlta
98680,9.700002,11.8,11.43,8.07,6,MuyAlta
99390,10.700002,13.9,11.43,8.07,5.9,MuyAlta
100060,8.500002,14.3,10,7.36,5.5,Moderada
100060,8.000003,11.3,10,6.85,5.7,Moderada
99590,8.600001,9.9,10.81,6.04,5.6,Moderada
99270,9.8,14.3,6.67,6.04,5.9,Moderada
99370,9.3,9.6,8.33,6.08,5.7,Moderada
99720,7.6,8.7,9.09,6.29,6.3,Moderada
99780,2.4,7.2,9.09,6.57,5.9,Media
100140,2.300002,6.2,10,6.48,6.1,Media
100430,4.2,9.3,9.09,6.69,6.3,Media
100740,5.1,10.4,9.09,5.67,6.1,Moderada
100770,3.400002,5.1,9.09,6.44,5.5,Media
100290,-2.9,9.5,9.09,6.73,5.3,Media
99690,-12.699997,10.3,10,6.39,5.6,Media
99700,-13.7,12.6,5.88,5.25,5.7,Moderada
100200,-13,11.9,9.09,6.42,5.4,Moderada
100450,-10,10,10,6.67,5.3,Moderada
100530,-6.799998,6.9,10,7.26,5.2,Media
100590,-5.3,5.8,10.81,6.36,4.6,Media
100390,-4.9,8.5,10,7.11,5.1,Media
100090,-2.8,8.3,10.81,5.95,3.8,Media
99610,1.800002,4.7,12.12,7.08,4,Media
98990,6.100001,6.1,12.12,7.67,3.2,Media
98490,6.8,8.5,11.43,5.7,4.3,Media
98400,7.8,11.9,10.81,5.92,4.3,Moderada
98590,7.800002,9.7,10,6.03,5.2,Moderada
98820,7.400002,10.2,12.9,6.9,5.1,Moderada
98880,7.2,9.7,12.12,7.63,5.2,Moderada
98900,5.500003,7.8,12.12,7.96,4.6,Moderada
98900,3.900002,6.8,14.81,7.55,4.5,Moderada
99170,7.2,5.4,11.43,7.99,4.6,Moderada
99240,11.2,14.6,10,6.22,5.4,Moderada
98930,9.500002,21.4,7.69,6,6.4,MuyAlta
99080,7.4,13,10.81,7.84,5.9,MuyAlta
98940,0.8,6.4,10.81,8.39,3.7,MuyAlta
98550,3.7,21,12.12,8.58,7.4,MuyAlta
99820,9.9,13.5,13.79,8.88,4.6,MuyAlta
100640,11.000002,13.7,12.9,8.56,3.5,MuyAlta
101340,9.3,12.4,13.79,8.6,6,MuyAlta
101760,7,8.2,11.43,7.89,5.2,MuyAlta
102220,3.2,7.1,12.12,8.14,4.8,Moderada
102130,3.900002,4.1,11.43,8.56,5.3,Moderada
101500,4.9,12.1,11.43,6.97,5.9,Moderada
100430,2.800002,18.4,7.14,6.37,6,MuyAlta
99520,10,23.2,10.81,7.91,5.8,MuyAlta
99150,11.900002,22.4,12.9,9.52,6.6,MuyAlta
99010,13.600001,18.8,13.79,8.87,6.8,MuyAlta
99420,16.300001,15.7,12.9,8.76,7,MuyAlta
99270,8.200002,13.8,13.79,8.6,6.7,MuyAlta
99130,12.3,18.3,10,7.37,7.4,MuyAlta
99960,8.400003,12.2,11.43,7.93,6.3,MuyAlta
100070,6.700002,8.7,12.9,8.03,6.3,Moderada
99970,4,9.7,12.12,7.44,6.5,Moderada
99280,-0.999998,12.9,10,6.99,6,Moderada
98390,8,10.2,10.81,6.71,6.2,Moderada
98540,18.100002,20.5,8.33,6.38,6.5,MuyAlta
99000,19.300001,18.1,12.12,8.32,6,MuyAlta
99570,14.8,13.5,10,7.24,6.3,Moderada
99820,8.4,10.1,10,7.22,6,Moderada
99050,9,18,10,5.94,6.3,MuyAlta
98160,8.800001,22.9,9.09,7.17,6.3,MuyAlta
97900,13.2,14.2,12.12,8.52,7,MuyAlta
97890,14.6,19.2,12.12,8.19,5.5,MuyAlta
99660,6.000001,12.8,?,?,5.7,MuyAlta
100380,7.100001,11,11.43,7.69,4.4,MuyAlta
100810,7.6,7.9,10.81,8.16,5.2,Moderada
100830,7.600001,9.8,10.81,7.75,5.3,Moderada
100390,6.000001,13.3,11.43,6.81,5.6,MuyAlta
99860,10.200002,21.7,8.33,6.48,6.5,MuyAlta
100260,11.100001,13,11.43,8.75,6.4,MuyAlta
100600,-2.9,6.7,11.43,9.08,6,Moderada
100550,-2.7,7.2,11.43,7.99,5.5,Moderada
100590,-0.099998,5,11.43,8.07,6,Moderada
100560,-0.699998,6.9,10,7.48,6,Moderada
100650,-2.1,5.3,10.81,7.76,5.6,Moderada
100190,-5.799998,11.5,10.81,6.89,5.7,Moderada
99740,-4.099998,10.6,10,5.92,6.1,Moderada
99180,-7,17.1,6.25,5.71,6.2,Moderada
98850,-5.899999,13.9,8.33,5.64,6.4,Moderada
98890,-1.899998,12.1,9.09,6.51,6.4,Moderada
98930,1.900002,7.1,12.9,7.3,5.3,Moderada
98650,1.900002,8.2,11.43,7.66,6.1,Moderada
98340,-0.2,7.6,11.43,8.08,6.1,Moderada
98040,1.800002,7.4,11.43,7.12,5.5,Moderada
97930,3.600002,2.3,12.12,7.45,5.2,Moderada
97990,5.100001,8.3,11.43,7.74,6.2,Moderada
98050,4.800002,5.5,11.43,7.35,6,Moderada
98100,4.100001,7.6,11.43,7.51,6,Media
98280,1.100002,7.1,10.81,6.78,6.4,Media
98090,1.300002,6.2,10,6.75,5.7,Moderada
98040,-0.799998,10.5,10.81,6.34,5.9,Media
98150,-1.399998,3.3,10,7.02,5.3,Media
98320,-3.599998,2.8,10.81,7.11,5.5,Media
98690,-1.9,2,10,7.37,5.6,Moderada
99110,0.100002,5.5,10.81,8.11,5.1,Moderada
99460,0.4,13.3,9.09,6.76,4.5,Moderada
99480,2.400002,6.1,8.33,6.9,4.5,Moderada
99160,2.200003,8.8,12.12,7.06,4.6,Media
98590,-1.6,13.5,7.69,5.11,5.2,Moderada
98180,-1.699998,17.6,7.14,5.47,5.5,MuyAlta
98000,1.7,14.7,10.81,7.57,6.4,MuyAlta
98020,4.800002,13.5,13.79,8.35,6.4,MuyAlta
97900,1.300002,14.9,12.9,7.29,6.2,MuyAlta
97780,2.500001,17.6,9.09,6.83,5.2,Moderada
97960,10.2,12.4,9.09,7.05,6,Moderada
98130,8.900002,16.9,9.09,6.88,5.7,Moderada
98020,8.800001,10.5,10,6.67,4.9,Moderada
98060,8.900002,11.7,9.09,6.53,5.7,Moderada
98120,12.1,13.2,8.33,5.74,5.3,Moderada
98510,13.300001,13.9,6.25,5.84,5.6,Moderada
98530,13.100001,13.8,7.69,5.59,5.4,Moderada
98540,9.900003,15.2,8.33,6.4,5.7,MuyAlta
98460,6.800002,13.7,9.09,6.83,6.4,MuyAlta
98450,0.8,15.1,10,7.22,6.6,MuyAlta
98340,-2.2,13.5,16,7.68,6.1,Moderada
98260,-4.6,12.3,9.09,6.98,6,Moderada
98190,-6.4,11.4,10.81,7.77,6.3,Moderada
98390,-3.199998,9.8,10.81,7.44,5.7,Moderada
98470,-4.999997,9.2,10,7.67,6,Moderada
98510,-6.399999,10.8,9.09,6.54,5.6,Moderada
98600,-6.899999,9.4,9.09,6.84,6,Moderada
98870,-6.599997,6.8,10,6.88,5.7,Media
99130,-5.899999,6.3,9.09,6.7,5.9,Moderada
99500,-3.6,4,9.09,7.27,5.6,Media
99820,-0.5,2.6,10.81,7.83,6.3,Media
100040,1.5,3.1,10,7.54,5.6,Media
100300,5.3,9.7,9.09,6.69,3.6,Moderada
100660,6.7,13,10,6.26,4.5,Moderada
100980,5.700002,12.4,10.81,6.55,4.1,Moderada
101520,-0.1,13.5,6.25,5.59,5.2,Moderada
102090,0.8,13.2,10,6.84,5.4,Media
102520,1.7,7.5,10,6.2,5.1,Media
102780,3.400002,4.3,10,6.41,4.9,Media
102600,3.9,7.5,8.33,5.78,5.3,Media
102240,4.000001,13.5,4.55,4.55,4.5,Moderada
101960,7.8,14.2,9.09,6.07,6.2,Moderada
101710,8.2,12.2,8.33,6.15,6.4,Moderada
101320,6.100001,13.5,9.09,6.06,6.6,Moderada
100920,5.9,11.8,12.9,7.09,6.5,MuyAlta
100620,3.800002,8.9,12.12,8.12,6.6,MuyAlta
100290,5.9,11,13.79,8.3,6.7,Moderada
100190,4.800002,8.5,13.79,8.16,6.3,Moderada
100220,5.6,7.6,12.9,8.64,6.3,Moderada
100150,4.000001,7.4,12.12,7.66,6.3,Moderada
99920,7.300002,9.9,11.43,6.92,6.8,Moderada
100060,7.000001,7.9,10,6.61,6.6,Media
100060,2.800002,6,10.81,6.4,6.2,Media
99910,-0.599998,6.5,9.09,6.76,6.2,Media
99700,-0.999998,6.9,10,6.6,6.2,Media
99530,-1.299999,8.6,8.33,6.18,6.8,Moderada
99360,1.100003,8.5,9.09,6.68,6.8,Moderada
99470,4.700003,12.3,8.33,5.63,6.4,Media
99660,7.500001,10.2,10,5.9,7,Moderada
100010,7.700003,10.6,10,5.85,6.4,Media
100390,7.500001,8.9,9.09,5.53,5.5,Media
100340,7.200002,11,9.09,5.92,5.5,Moderada
99530,7.8,18,5.88,5.2,5.8,MuyAlta
98720,6.400003,22.2,10,7.48,5.5,MuyAlta
98380,6.600001,10.8,10,6.97,6.7,MuyAlta
98580,3.200001,9.3,10,7.52,6.4,MuyAlta
99010,-1.399998,9.3,10,9.24,6.6,MuyAlta
99760,-2.3,6.6,13.79,8.89,6.4,MuyAlta
100440,-1.599997,2.2,12.9,8.73,6.3,Moderada
101010,0.300002,1.5,10,8.01,6,Moderada
