@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7,8,9,10,11,12,14-weka.filters.unsupervised.attribute.Remove-R4'

@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
102210,8.7,-2.8,9.7,8.33,5.76,1020.4,8,Media
102200,9.000002,-3.1,9.8,9.09,5.51,1021.4,8.2,Media
102310,9.800001,-0.699998,9,7.14,5.44,1022,8.3,Media
102360,9.4,-0.4,9.7,8.33,4.75,1021.7,8.3,Media
102350,10.700002,-1.099998,11.2,6.25,5.55,1021.4,8.8,Media
102440,11.200002,0.200002,9.9,5.26,4.87,1022.7,9.1,Media
102450,13.000002,-1.5,11,5.56,4.99,1023.6,8.6,Media
102510,10.400002,-1.9,10.3,6.25,4.77,1023.9,8.4,Baja
102450,8,-3.099997,7.7,7.14,4.99,1024.1,8.6,Baja
102480,6.000001,-1.799999,7,6.67,4.83,1024.6,8.4,Baja
102420,7.000001,-2.1,7.8,7.14,4.98,1023.4,8.2,Baja
102250,4.200002,-0.299998,5.6,7.14,4.75,1021.9,8.2,Baja
102040,3.000003,-1.799997,3.5,7.14,5.29,1020.3,7.7,Baja
102000,1,-2,1.8,6.67,4.94,1019.7,7.8,Baja
102010,2.100002,-3.399998,3.2,5.88,5.44,1019.8,8.7,Baja
102000,1.6,-2.6,5.4,7.14,5.42,1019.4,8.4,Baja
101950,2.700001,-2.4,4.8,7.14,5.44,1019.1,8.4,Baja
101900,2.400002,-2.5,4.7,12.12,5.3,1018.9,8.5,Baja
101910,5.5,-3.2,5.6,11.43,4.52,1019.1,8.5,Baja
101840,4.400002,-3.099998,5.6,10.81,4.96,1018.8,8.4,Baja
101890,5.5,-2.9,6.3,10.81,4.8,1018.8,8.1,Baja
101910,3.8,-1.299999,6.1,10,4.91,1018.8,7.6,Baja
101940,2.400002,0.900002,5.1,10,5.73,1019.8,7.7,Baja
102040,-1.699998,2,4.8,10.81,5.97,1020.2,8.2,Baja
101910,-6.499999,1.800002,6.8,10,4.97,1020.1,8.9,Baja
101660,-12.399999,0.500002,10.7,3.85,3.98,1019.2,9.1,Media
101250,-15.299998,1.600002,15.1,5.56,4.77,1015.3,8.8,Moderada
100660,-12.399999,6.500003,14.5,8.33,5.8,1009.3,9.7,Moderada
100400,-10.599998,7.1,11.7,8.33,6.02,1007,9.4,Moderada
100340,-5.999999,4.5,10.3,8.33,5.85,1005.5,9.2,Moderada
100390,-2.199998,3.1,8.7,9.09,6.17,1004.2,9.2,Media
100240,2.5,3.500001,4.5,7.69,6.57,1002.7,9.1,Media
99960,1.7,4.8,1.9,8.33,6.16,1000.1,8.8,Media
99870,-1.6,5.400003,5.4,8.33,6.42,998.9,8.3,Media
99840,-3.499999,3.600002,5.1,14.81,6.53,999.2,9,Media
99740,-3.499999,2.000001,6,13.79,6.95,999,9.1,Media
99900,-3.2,-0.399998,5.8,12.9,7.75,1000,9,Media
100050,-3.4,0.800002,5.1,12.12,6.99,1001,9.2,Media
100070,-4.399997,1.9,7.9,9.09,6.33,1001.5,9.5,Media
99950,-5.9,1.000003,7.5,10.81,6.58,1000.1,9.3,Media
99850,-6.399999,-0.899998,6.9,9.09,6.62,999.6,9.2,Media
100060,1.200001,-2.4,3.8,8.33,6.1,1001.7,9.2,Media
100660,4.000001,3.800002,4.1,6.25,6.33,1006.4,9.2,Media
101150,3.900002,8.500002,5.3,9.09,7.01,1010.8,9.5,Media
101620,2.900002,10.600001,11.4,9.09,5.66,1015.3,9,Media
101970,0.3,9.000002,9.3,9.09,5.89,1019.4,9.3,Media
102070,-1.7,6.7,6.7,8.33,5.64,1021,9.4,Media
101900,-2.8,2.300003,6.4,8.33,5.86,1019.7,9.2,Media
101490,-0.8,-0.9,1.7,8.33,7.05,1016.2,8.4,Baja
101220,7.5,-4.199998,8.1,8.33,5.22,1012.5,8.1,Baja
101290,9.800001,-2.2,6.9,9.09,5.05,1012.2,9.3,Baja
101500,9.600001,2.100002,8.8,13.79,4.77,1013.2,9.3,Media
101650,7.300002,6.000001,10.7,5.88,4.7,1014.7,8.9,Media
101670,5.500001,7.9,8.6,5.56,4.75,1016.1,9.2,Media
101700,3.700003,9.3,8.7,5.26,4.57,1016.9,9.7,Media
101590,2.100002,8.6,9.1,5.56,4.82,1016.1,9.2,Baja
101510,-0.4,7.6,7.1,5.88,4.55,1015.1,9.1,Baja
101440,0.3,5.7,7.1,6.25,4.96,1014.6,9.6,Baja
101390,0.900002,4.6,4.7,6.25,4.92,1014.1,9.6,Baja
101240,0.2,2,3.2,7.14,5.58,1012.9,8.6,Baja
101050,0.300002,-1.2,0.4,6.25,5.37,1011.5,8.3,Baja
101160,-2.699998,-4.6,5.8,7.69,5.41,1011.9,9.6,Baja
101350,-0.3,-6.299998,5.9,7.14,5.54,1013.4,10.2,Baja
101510,2.000001,-4.7,5.5,7.69,4.89,1014.6,10.3,Baja
101480,7.3,-4.799998,7.9,8.33,4.53,1014.5,9.9,Baja
101560,8.300001,-4.099998,7.5,4.55,4.38,1014.9,10.2,Media
101720,9.1,-5.399999,9.3,5.26,4.52,1016.1,9.3,Baja
101740,7.6,-3.799997,8,6.25,4.7,1016.7,9.6,Baja
101710,5.900002,-0.6,7.2,5.56,4.27,1016.4,9.6,Baja
101700,5.800002,0.300002,3.6,5.56,4.37,1016.8,9.2,Baja
101700,6.400002,1.7,5.8,5.56,4.02,1016.5,9.9,Media
101700,7.400002,0.400002,5.3,7.69,6.18,1016.4,9.8,Media
101870,7.500001,-1.099998,7.5,7.69,5.17,1017.5,10,Baja
101760,3.000001,1.800003,3.4,5.88,5.3,1017.7,9.4,Baja
101400,-0.799998,1.7,5.2,7.14,5.6,1015.3,9.3,Baja
101240,2.6,-2.2,1.9,9.09,6.18,1012.7,7.7,Baja
101220,8.5,-1.4,7.4,8.33,5.72,1011.2,8.3,Baja
101150,9.700002,0.1,7.8,8.33,5.22,1010.6,8.8,Media
101320,10.2,0.000003,11.2,5.88,4.75,1011.9,9.4,Media
101380,9.200002,-0.499997,9.4,6.25,5.14,1012.2,9.8,Media
101400,9.000002,-2.9,11.2,7.14,5.36,1013.2,9.5,Media
101450,9.3,-1.399997,10.1,8.33,5.64,1013.8,10.1,Media
101440,8.900002,-1.999998,7.1,9.09,5.51,1013.8,10.6,Media
101360,5.3,-4.9,6.7,9.09,6.09,1012.4,10.6,Media
101300,2.1,-4.7,5.1,10,6.48,1013.6,10.3,Media
101360,1,-3.199998,2.5,9.09,6.47,1014.2,10.3,Media
101450,1.9,-1.999997,3.2,8.33,6.66,1014.5,11.2,Baja
101560,2.200003,-0.899998,5.6,9.09,6.35,1014.7,10.1,Media
101640,6.500001,-1.699998,5.9,8.33,6.38,1014.8,9.5,Baja
101630,5.9,-0.599998,4.7,7.14,6.72,1015.7,9.9,Baja
101780,7.3,-0.5,4.3,7.69,6.24,1016.7,11.8,Baja
101790,6.700002,-3.299999,7,7.14,5.27,1016.8,12,Baja
101750,8.4,-4.8,7.6,7.14,4.58,1016.9,11.5,Baja
101810,7.900003,-5.899999,8.5,5.26,4.51,1017.3,11.5,Media
101900,9.5,-5.3,9.5,5.56,4.46,1018.2,10.2,Media
101890,7.5,-1.199997,8,6.25,4.87,1018,9.8,Baja
101870,4.9,1.5,5,5.88,4.8,1018.5,9,Baja
101970,1.9,2.800002,4.4,16,5.47,1019.5,8.5,Baja
102100,1.000002,3.900002,0.6,14.81,6.66,1021,9.8,Baja
102210,2.200003,4.500001,4.1,14.81,6.04,1022,9.4,Baja
102350,0.600002,3.200001,3.1,7.69,6.76,1022.9,8.8,Media
102420,0.300002,4.200002,2.9,7.69,6.17,1024.3,9,Baja
102640,1.2,4.700003,5.8,7.69,6.41,1025.6,10.3,Baja
102690,1.300003,6.3,7.9,16,5.85,1026,10.2,Media
102750,0.6,8.900002,9.3,7.69,5.29,1026.6,10.3,Media
102660,0.000002,13.4,12.1,7.14,4.87,1026.1,10.8,Moderada
102470,0.100002,16.6,16.2,7.14,5.43,1023.7,10.8,Moderada
102160,5.300002,10.600001,12.3,8.33,6.06,1020,10.7,Media
101890,6.3,4.000001,7.1,9.09,6.16,1019.6,9.9,Media
101880,8.300001,-1.599998,6.1,8.33,6.11,1019.5,10,Media
101920,10,-3.899998,7.5,7.69,5.67,1019.3,10.7,Media
101900,10,-2.2,7.7,8.33,5.79,1017.7,10.7,Media
101780,11.500002,-1.9,11.4,7.69,5.1,1016.5,11.1,Media
101800,9.300001,-4.3,10.4,6.67,5.38,1016.8,11,Media
101810,8.8,-5.799998,9.8,6.25,5.16,1017.3,11.4,Media
101860,5.100001,-7,7.4,6.67,5.38,1018.3,11.2,Baja
101990,3.3,-7.399999,4.9,6.67,5.13,1020,11.5,Baja
102240,4.000001,-5.599997,5.8,5.88,5.24,1022.2,9.7,Baja
102340,6.4,-2.599998,6.9,5.56,4.76,1022.5,10.6,Baja
102250,8.100001,-1.799997,7.7,7.69,4.63,1021.9,11.7,Media
102170,8.100001,0,9.6,5.26,4.79,1021.2,9.7,Baja
102040,7.400002,3.000001,7.2,6.25,4.8,1019.6,9.9,Baja
101800,6.200002,2.9,7.1,5.26,4.67,1017.4,10.8,Baja
101580,6.800002,4.300002,6.8,7.69,5.31,1015.6,10.4,Baja
101380,6.900002,3.100002,8.5,6.25,4.74,1013.4,10.7,Baja
101370,5.500001,3.900002,5.6,6.67,5.57,1014.1,9.8,Media
101340,4.500001,5.600001,7.3,7.14,5.48,1013.6,10.7,Media
101170,2.800002,8.8,6.3,9.09,5.91,1012.3,10.5,Media
101010,0.300002,9.4,9.2,10,5.59,1010.8,10.5,Media
101000,-1.199998,9.700002,11.2,10,5.61,1010.1,10.4,Media
101100,1.800002,8.5,8.9,10,5.4,1011.1,10.6,Media
101270,2.2,9.000002,7.9,9.09,6.04,1012.8,10.9,Media
101420,-1.6,9.100001,8.3,9.09,5.46,1014.4,10.5,Media
101530,-3.299999,8.300001,9.9,9.09,5.48,1015.4,10.9,Media
101670,-2.399998,8.7,9.1,6.25,5.11,1016.9,10.9,Media
101640,-2.699998,8.600003,8.9,5.56,5.27,1017.2,11.1,Media
101700,-2.6,8.800003,8.4,16,4.92,1017.6,11.3,Baja
101830,-1.999998,6.700002,7.3,16,5.55,1019,11.2,Baja
102000,-3.6,5,5.5,5.56,4.9,1020.4,11.6,Baja
101900,-2.899998,5.8,7.1,16,5.32,1020.1,11.5,Baja
101920,-4.2,3.8,5.2,5.56,4.54,1020.1,11.1,Baja
101940,-4.899999,4.400002,7.8,12.9,4.6,1019.9,11.5,Baja
101960,-2.9,6.000001,7,5,4.23,1019.4,11.6,Baja
101900,-1.5,7.4,7.3,16,4.69,1019.8,11.6,Baja
101920,-2.4,5.700002,6.4,5,4.14,1020,11.4,Baja
101850,-3.699998,6.200002,8.1,5.88,3.93,1019.5,11,Baja
101830,-3.399998,5.6,6.7,5.26,4.4,1018.8,11.4,Baja
101610,-2.099997,4.900002,5.1,5.88,4.87,1016.8,11.3,Baja
101460,-4.899997,3.500001,5.7,6.25,4.39,1015.2,11.4,Baja
101120,-9.8,1,7.2,6.25,3.88,1013,11.5,Baja
100810,-10.999998,-2.999999,10.3,4.76,4.03,1011.1,11.3,Media
100670,-5.4,-4.5,8.7,6.25,4.83,1008.4,11.6,Media
100600,0.000002,-4.799998,10.6,7.69,5.63,1006.8,11.4,Media
100560,6.700002,-4.8,6.3,9.09,5.88,1006.2,11.8,Media
100710,7.200002,-3.8,8.2,8.33,5.04,1007.1,11.5,Media
100850,6.3,-3.899998,7.6,8.33,6.17,1007.5,11.5,Baja
100940,9.200002,-2.9,6.9,9.09,5.44,1009.2,11.5,Baja
101060,8.100001,-0.599998,5.7,7.69,5.57,1010.4,11.6,Baja
101200,7.000001,2.200001,2.8,7.69,4.95,1011.6,12,Baja
101350,7.700002,0.4,3.3,8.33,5.84,1012.4,12.3,Media
101520,9.500002,-0.3,5.3,8.33,7.22,1013.9,12.2,Moderada
101760,10.300001,0.6,10.6,10,6.47,1015.9,12,Media
101920,9.200002,3.800002,8.2,9.09,5.93,1017.9,11.8,Media
101920,7.900002,2.800002,8,8.33,5.56,1018.1,11.9,Media
101930,5.100001,2.300002,7.2,7.69,5.66,1018.6,11.4,Media
101810,0.600002,5.100001,4.1,7.14,5.74,1018.3,11.6,Baja
101670,-1.799999,5.800002,5.6,6.67,5.11,1017.6,11.7,Baja
101490,-3.799999,3.200001,6.2,6.25,4.87,1016.4,12.1,Baja
101540,-3.4,-0.5,4.2,6.67,4.79,1016.7,12,Baja
101740,-0.2,-0.5,3,14.81,4.92,1017.8,12,Baja
101780,1.000002,-0.499998,3.3,7.14,6.15,1017.7,12.5,Media
101680,1.900003,1.2,3,9.09,7.43,1016.9,12.1,Baja
101540,0.100002,-0.499998,2.8,10,7.49,1015.2,12,Baja
101430,-3.299999,-0.299998,3.7,9.09,6.72,1014.9,12.1,Baja
101430,-0.499998,-2.5,1.4,9.09,7.52,1014.4,13.2,Baja
101370,1.300002,-1.8,0.7,8.33,6.27,1013.6,12.5,Baja
101220,3.5,-1.699998,3.7,14.81,7.56,1011.7,12.3,Baja
101090,4.200002,-3.099998,4.9,14.81,5.63,1011.3,12.2,Baja
101090,3.200001,-6.499999,7.7,9.09,4.23,1010.9,12.6,Baja
101210,3.200001,-6.9,6.2,9.09,5.17,1012.2,13.1,Baja
101330,5.000001,-7.2,7.3,8.33,4.85,1013.1,13.2,Baja
101420,7.400002,-5.3,6.7,8.33,4.96,1014.6,12.9,Baja
101540,8.9,-3.599998,7.7,7.14,5.07,1014.1,13.2,Baja
101560,6.800002,-2.9,10.6,5,4.46,1014.6,12.8,Baja
101620,4.7,-0.699998,7.8,7.14,4.96,1015.4,11.9,Baja
101650,4.100001,2.500003,5.9,6.67,4.97,1016.1,11.7,Baja
101540,4.200002,6.500001,8,7.14,4.66,1014.6,12.3,Baja
101180,5.300002,6.100001,6.1,7.69,4.66,1012.1,12.2,Baja
100890,4.600001,3.000001,3.7,7.69,4.53,1009.1,12.2,Baja
100810,3.100002,-2.799999,3.2,5.88,5.61,1008.5,12.8,Baja
100900,1.800002,-4.799998,4.1,6.25,5.54,1009.5,13.8,Baja
100990,-0.999998,-7.999999,5.5,7.14,5.82,1010.3,13.8,Media
101130,-2.099997,-7.699998,5.6,9.09,6.49,1011.3,13.7,Media
101220,-1.799999,-6,4.8,9.09,6.25,1012.4,13.9,Media
101250,-1.4,-3.999999,2,8.33,6.28,1013.4,14.2,Baja
101270,-3.099998,-3.9,5.5,7.69,5.84,1013.1,14.4,Baja
101300,-4.199998,-3.1,6.4,8.33,5.51,1013.6,14,Baja
101520,-4.499999,-2,4.6,8.33,6.11,1015,14.1,Baja
101550,-4.099997,-3.5,5.6,7.69,5.71,1016.6,14.8,Baja
101770,-5.9,1.2,6.6,8.33,6.07,1017.9,14.2,Baja
101990,-3.1,0.700002,4.9,7.14,5.46,1020.3,14.1,Baja
102280,-3.399997,2.1,4.8,7.69,6.09,1022.7,13.9,Baja
102540,-4.1,4,4.3,16,5.97,1025.1,14.8,Baja
102670,-4.999999,5.6,6.9,13.79,5.32,1026.5,14.6,Baja
102830,-2.899998,4.700003,6.1,13.79,5.03,1028.3,14,Baja
102990,-2.4,5.500001,6.5,5.56,4.75,1029.7,13.8,Baja
103120,-0.099997,3.5,5.4,14.81,4.9,1030.4,14.1,Baja
103140,-0.3,2.7,3.5,7.69,6.01,1030.6,14.1,Baja
103180,2.900002,0.2,4.2,14.81,6.56,1031.1,13.5,Baja
103190,2.000001,-2.2,6,7.14,5.56,1031,13.6,Baja
103210,5.700002,-2.1,7.6,7.69,4.36,1031,13.7,Baja
103150,6.800002,-5.2,10.6,5,4.51,1030.3,14.1,Baja
103230,7.7,-3.599998,9,5,4.51,1030.8,13.7,Baja
103150,7.300002,-3.499999,7.9,5.26,4.66,1030.8,12.9,Baja
103130,7.500001,-2.4,10.5,5.26,4.38,1030.6,13.1,Baja
102980,7.500001,-3.3,10.2,5.56,4.7,1029,13.4,Media
102840,7.300002,-3.9,10.2,6.67,4.59,1027.7,13.1,Media
102620,6.8,-3.2,9,7.14,5.07,1026.2,13,Baja
102460,7.1,-2.5,7,7.14,4.59,1024.2,13.7,Baja
102270,5.4,-5.1,8.3,6.67,4.58,1022.2,13.5,Baja
102140,7.6,-4.9,10.3,5.88,4.59,1020.9,12.8,Media
101990,8.800001,-2.4,9.1,6.67,5.26,1019.2,13.3,Media
101790,8.100001,-2.2,9,8.33,5.7,1016.8,14.7,Media
101630,6.8,-2.9,7,8.33,6.65,1014.9,14.2,Media
101540,7.700002,-2.6,6.1,7.69,5.7,1014,14.2,Media
101540,7.000001,-2.3,6.1,8.33,6.27,1013.8,14.4,Media
101410,8.900002,-2.699998,6.5,8.33,5.67,1013.1,14.9,Media
101290,7.800002,-2.799997,6,8.33,6.11,1011.9,14.6,Media
101140,7,-2.699998,5.8,8.33,5.73,1011,14.3,Media
101160,3.500001,-3.6,4.2,7.69,6.43,1011.6,14.5,Media
101320,4.100001,-3.299999,4.5,7.69,6.08,1013.3,15.4,Media
101460,2.100002,-5.1,6.1,7.69,6.2,1014.4,15.4,Baja
101600,2.800002,-3.4,4.7,8.33,6.07,1015.3,15.5,Baja
101610,4,-2,6.9,7.69,5.67,1016,15.3,Baja
101550,6.700002,1.1,6.1,7.69,5.22,1015.5,15.2,Baja
101440,7.200002,1.7,5.4,7.14,5.38,1013.6,14.7,Baja
101230,8.700002,0.4,6.3,6.67,4.89,1012.1,14.7,Baja
101180,8.000002,2.700003,4.5,7.69,5.55,1011.4,15.1,Media
101010,11.1,6,8.3,7.14,4.98,1009.1,14.6,Media
100690,12.600001,6.100003,12.8,5.56,4.86,1005.5,14.2,Moderada
100480,15.800001,4.800002,14,8.33,5.65,1002.8,14.6,Moderada
100610,15.4,5.8,15.2,9.09,5.91,1002.9,14.4,MuyAlta
100740,16,4.300003,16.7,10,6.77,1003.5,14.6,Moderada
100940,14.9,1.400002,12.8,10,6.61,1007.5,14.4,Moderada
101200,13.200002,2.900002,12.5,10,6.62,1010,13.9,Moderada
101340,10.500002,3.400003,11.9,9.09,6.13,1012.1,13.3,Moderada
101490,9.1,7.1,11.2,9.09,5.77,1013.3,13.6,Media
101460,5.000001,7,9.8,8.33,5.75,1013.9,13.5,Media
101410,0.4,6.6,9.4,8.33,5.54,1013.4,12.6,Media
101260,-1.799999,5.6,8.5,7.69,5.11,1012.9,12.7,Media
101110,-1.4,4.600001,5.4,7.14,5.1,1011.3,12.7,Baja
101020,3.7,6.300002,6.1,6.67,5.2,1009.1,13.7,Media
101110,2.300002,5.9,6.4,5.88,5.25,1010.9,12.8,Media
101220,0.1,8.900002,10.2,6.25,4.68,1011.3,13.7,Media
101380,0.2,8.1,8.4,7.14,5.18,1013,14,Media
101240,-2.299997,8.000002,8.9,7.69,5.27,1012.6,13.9,Media
101020,-1.1,8.200002,8.7,7.69,5.1,1009.8,13.7,Media
100950,1.400002,11.300001,11.4,5.26,4.96,1009.1,13.9,Media
101100,5.800002,10.5,11.3,6.67,5.06,1009.1,14,Media
101390,9.1,8.800001,11.4,7.14,5.1,1012.5,13.9,Media
101700,6.500001,11.2,12,7.14,5.37,1015.7,13.8,Media
101910,7.500001,10.2,11.2,7.69,5.51,1017.4,13.9,Media
102090,10.1,8.6,10.2,7.14,5.53,1019.6,14,Media
102160,12.100001,6.300002,12.9,7.69,5.27,1020.3,14.1,Media
102270,12.700002,4.3,13.4,7.69,5.25,1020.8,14,Media
102340,12.6,1.800002,11.2,7.69,5.76,1021.9,14.1,Media
102550,11.9,0.9,11.6,7.14,4.94,1023.7,13.9,Media
102520,8.300001,-0.899998,9.6,6.67,5.29,1024,14.1,Media
102500,5.9,-0.099998,8.8,7.14,5,1024.4,13.7,Baja
102470,2.3,1.300002,3.6,6.25,4.98,1024.5,13.5,Baja
102390,-0.1,3.300002,2.5,5.88,4.77,1023.8,13.9,Baja
102090,-4.7,3.1,5.9,5.26,5.18,1021.4,13.3,Baja
101960,-2.3,1.300002,5.6,6.67,4.24,1020.1,13.6,Baja
102060,-0.999997,-0.7,3.2,5.88,5,1020,13.9,Baja
102240,0.600003,-0.3,3.4,5.26,4.58,1021.5,14.3,Baja
102340,0.400003,-1.599998,1.8,5.88,4.81,1022.4,14.3,Baja
102500,2.6,-1.699998,4.8,5.56,5.81,1023.8,14.2,Baja
102620,3.000001,-1.2,5.9,6.25,4.52,1025.2,13.7,Baja
102790,4.000003,2.400002,4.6,5.88,4.13,1026.6,14.5,Baja
102670,4.700002,4.2,5.5,5.88,5.07,1026.1,13.6,Baja
102530,4.7,6.500001,8.6,4.55,4.33,1024.5,14,Media
102320,6.6,6.1,8.4,7.14,5.25,1021.9,14.1,Media
102260,9.500002,2.9,10.6,7.14,5.18,1021.3,14.7,Media
102240,10.700002,-0.5,10.7,6.67,5.47,1021.5,14.2,Media
102390,10.2,0,13,8.33,4.96,1021.2,14,Media
102520,9.800001,0,8.5,7.69,5.52,1023.7,14.4,Media
102690,8.6,0.3,9.8,7.69,5.16,1025.4,14.5,Media
102650,6.8,1.1,6.1,7.14,5.31,1026.3,14,Baja
102640,5.000001,1.500003,3.4,6.67,5.12,1026.2,13.8,Baja
102670,5.100003,2.100002,6,6.25,4.83,1025.7,14.2,Baja
102700,7.4,0.3,6.8,5.56,4.39,1026.2,14.9,Baja
102680,7.800002,0.200003,7.4,6.25,4.68,1026.3,15.2,Baja
102630,8.300001,1.4,10,6.67,4.45,1025.9,14.2,Media
102580,8.600001,1.300003,8.5,7.69,5.16,1025.4,14.8,Media
102590,9.6,0.300002,10,7.14,5.67,1024.5,15,Media
102520,9,-0.199997,9.7,8.33,5.9,1024.9,14.7,Media
102600,7.8,0.700002,10.1,9.09,5.85,1024.7,14.2,Media
102520,7.800002,0.400002,9,7.69,5.75,1024.7,14.9,Media
102490,5.7,3.700001,9.3,8.33,5.59,1023.7,14.6,Media
102250,7.100001,4.800002,8.6,8.33,5.98,1022,14,Moderada
102000,4.900002,7.800002,8.7,9.09,6.23,1019.1,14.5,Moderada
101560,4.900002,12.3,13.6,8.33,5.89,1015.7,14.4,Moderada
101310,6.100003,12.3,15.2,10,6.29,1011.5,14.9,Moderada
101030,7.500001,7.100001,9.5,10.81,7.15,1009.8,14.8,Moderada
100800,5.200002,2.000001,3.8,10,7.02,1008.4,14.4,Media
100900,7.800002,-0.499998,4,10,7.3,1008.8,13.9,Media
101160,9.4,-0.399998,7.2,10,6.67,1010.7,14.7,Media
101540,7.700003,-1.599998,7.7,9.09,6.59,1014,14.9,Media
101770,8.000002,-0.199998,8.4,8.33,6,1016.9,15,Media
102010,7.6,1.8,8.8,9.09,5.16,1019.1,14.8,Media
102050,7.200002,7.800002,7.9,8.33,5.53,1019.3,14.1,Media
101870,10.5,8.8,11.1,7.14,5.15,1017,14.8,Moderada
101610,12.4,7.700002,12.3,6.67,5.59,1014.6,15.1,Media
101580,11.500002,5.700002,9.7,6.67,5.54,1014.6,14.8,Moderada
101770,10.100001,5.5,10.6,7.69,5.8,1016.2,15,Media
101870,7.400002,5.100001,9.6,8.33,5.5,1017.1,14.5,Media
101830,5.400002,8.1,6.9,6.67,5.42,1018.1,14.2,Media
101790,4.4,10.600001,11.6,6.25,4.81,1017,14.8,Media
101850,7,11.000002,12.5,6.67,5.46,1017.5,15.4,Media
101830,3.6,11.9,13.8,8.33,5.33,1017.4,14.8,Moderada
101670,0.6,13.7,13.9,7.69,5.61,1015.5,14.8,Moderada
101370,-1.199997,13.4,17.5,7.69,5.8,1012.3,15,Moderada
101040,-0.3,10.700002,12.2,9.09,6.09,1009.5,14.7,Media
100800,3.600002,5.5,4.9,8.33,6.31,1008.7,14.2,Media
100610,3.200001,4.200002,4.2,7.69,5.68,1007.4,14.1,Media
100720,2.2,5.600001,7,8.33,5.74,1006.4,14.3,Media
100620,4.200002,9.700002,10.2,7.69,4.78,1005.4,14.4,Media
100540,4.700002,11.600001,10.9,7.69,4.93,1004.4,14.4,Media
100390,1.9,11.100001,12.1,7.14,5.23,1003.6,14.2,Moderada
100280,4.900002,12.300001,15,7.69,5.66,1003,14.2,Moderada
100450,6.600001,11.4,13.3,10,6.76,1003.1,14.5,Moderada
100670,7.2,10.800001,14.1,10,6.3,1004.8,14.5,Moderada
100940,8.400002,9.200002,11.2,10.81,6.66,1007,14.4,Moderada
101150,7.600001,10.400003,11.4,8.33,5.87,1009.5,14.3,Moderada
101500,7.6,10.3,11.8,11.43,6.51,1013.1,14.4,Moderada
101650,6.8,8.400002,11.4,10,6.33,1015.3,14,Moderada
102010,8.200002,5.800002,6.7,10,6.65,1018.8,13.8,Media
102290,6.1,3.900002,8.7,10,5.49,1022.3,14.1,Media
102610,4.300002,4.900002,5.9,7.69,6.03,1025.4,14.3,Baja
102640,-1,6.400002,5.6,9.09,5.32,1026.6,14.3,Baja
102550,-5.1,8.600003,7.4,8.33,5.13,1026.5,14.4,Baja
102410,-4.599998,10,12.3,4.55,4.2,1025,13.9,Media
102440,2.500001,7.3,6.8,6.67,5.26,1022.6,14.7,Media
102380,5.9,6.100003,4.9,7.69,5.51,1022.6,14.5,Media
102370,7,6,10.1,7.14,4.85,1021.9,14.9,Media
102590,7.500001,1.9,5.3,8.33,6.68,1024.5,14.2,Media
102690,4.8,1,4.7,11.43,6.06,1026.7,14.8,Media
102620,1.100002,2.7,0.9,10,6.69,1026.9,14.4,Media
102490,-0.799998,0.2,5.3,9.09,6.91,1025.2,14.2,Baja
102300,0.8,0.4,5.6,9.09,6.11,1024.1,14.5,Media
102340,2.9,-3,1.7,9.09,6.57,1023.4,14.9,Media
102360,3.600002,-2.7,1.2,7.69,6.11,1023,13.7,Baja
102260,7.1,-3.9,8.5,8.33,4.84,1021.8,14.3,Baja
102290,5.900002,-3.499997,8.1,8.33,5.13,1021.5,14.4,Baja
102130,6.400002,-2.599997,7.1,5,4.57,1020.9,14.6,Baja
102110,5.9,-3.399998,6.6,7.69,5.2,1020.3,14.5,Baja
101950,6.5,-1.7,5.3,8.33,5.06,1019.2,14.1,Baja
101940,4.3,0.800002,6.7,7.14,4.82,1018.5,14.5,Baja
101710,2.3,6.400002,8.1,5.26,4.67,1016.9,14.5,Baja
101460,-1.499998,9.2,9,5,4.17,1015.2,14.1,Media
101190,0.9,11.1,12.1,5.56,4.72,1011.3,14.2,Media
101280,4.900002,9.500002,9.3,6.25,5,1011.1,14.7,Media
101470,6.200002,8.900002,9.8,6.67,4.87,1013.6,14.1,Media
101620,4.000001,8.700003,8.7,9.09,5.78,1015.7,14.7,Media
101890,2.600002,8.900002,8.3,10,6.12,1018.2,14.7,Media
102250,1.200001,8.100001,8,9.09,6.31,1020.7,15.1,Media
102590,3.3,9.500002,9.8,8.33,5.49,1024.6,15.4,Media
102860,2.300002,10.6,8.4,6.67,5.71,1028.1,15.2,Media
103110,2.600002,9.600001,9.6,7.69,5.33,1030.5,15,Media
103400,1.300002,9.100001,9.8,7.14,5.42,1033.5,14.5,Media
103580,3.200001,8.200002,9.2,7.14,5.42,1035.2,14.6,Baja
103650,4.7,5,6.9,6.67,5.22,1035.6,14.6,Baja
103600,5.700002,5.3,7.7,7.69,5.33,1035,13.9,Baja
103480,7.200002,6.400002,8.8,7.69,4.91,1033.4,14.3,Media
103220,10.7,5.900003,8.7,7.14,5.24,1030.8,15,Media
102780,11.800001,3.800003,9.8,5.56,4.69,1026.9,15.3,Media
102570,12.5,-0.5,11.5,6.67,5.24,1024.2,14.8,Media
