@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7,8,9,10,11,12,14-weka.filters.unsupervised.attribute.Remove-R4'

@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
100280,0.1,-3.5,5.7,10.81,7.03,?,6.4,Moderada
100290,8.000002,-3.8,13.9,10.81,5.99,?,6,Moderada
100630,12.7,-4.9,14.7,11.43,6.03,?,6.2,Moderada
101120,16.700001,-3.499999,14.3,7.14,6,?,5.5,Moderada
101660,13.6,-1.499998,11.7,7.14,6.07,?,6.1,Media
102000,8.9,0.100002,8.7,10,5.85,?,6.1,Media
102230,3.1,0.8,5.6,7.69,6.3,?,6.1,Media
102270,0.000002,3.800002,2.8,9.09,5.95,?,6.8,Baja
102150,-9.7,3.9,8.3,10,6.06,?,6.2,Media
101810,-16.899998,6.2,15.1,5.26,4.96,?,6.2,Moderada
101540,-17.199997,5.4,18.2,7.69,5.98,?,6.8,MuyAlta
101360,-18.099998,7.900002,19.1,8.33,6.72,?,7.1,MuyAlta
101370,-12.399999,10.900002,18.4,10,6.63,?,7.5,Moderada
101480,-7.5,12.500002,14,9.09,6.5,?,7.8,Moderada
101480,-7.399999,12.4,14.4,9.09,6.37,?,7.8,Moderada
101470,-2.099998,13.200002,12.9,10,6.46,?,7.9,Moderada
101940,-0.399998,9.600001,7.7,10,6.87,?,6.9,Moderada
102010,-0.899998,5.6,3.1,8.33,6.86,?,6.8,Moderada
101950,-0.9,6.200002,6.6,8.33,7.17,?,7,Media
101760,-0.9,10.200002,10.9,10,6.41,?,7.4,Moderada
101910,3.6,8.700003,13.2,7.14,5.98,?,7.1,Moderada
102280,6.300002,2.600002,5.7,9.09,6.5,?,6.6,Media
102590,4.600001,-0.599997,8,9.09,6.71,?,6.5,Media
102810,4.000001,1.3,7.3,10,6.43,?,6.2,Media
103010,4.000001,0.8,3.9,9.09,6.56,?,5.4,Media
103110,-1.2,2.8,2.4,9.09,6.26,?,4.2,Media
102910,-8.099998,6.2,5.8,9.09,6.84,?,4.3,Media
102380,-13.499998,7,11.8,9.09,5.07,?,6.1,Media
101850,-9.899999,8.200002,16.8,6.25,5.41,?,6.2,Moderada
101750,-3.7,8.500002,12.3,9.09,6.38,?,6.5,Moderada
101560,-4.1,6.3,5.5,10,6.7,?,6.6,Moderada
101480,-2.7,-1.3,2.4,10,6.86,?,6.7,Media
101810,-2.8,-8,6.4,10.81,6.95,?,6.5,Moderada
102350,-1.6,-13.5,12.4,10.81,5.82,?,6.5,Media
102860,-0.2,-12.8,9.4,10.81,5.97,?,6.7,Media
103170,2.4,-10.2,9.8,10.81,5.48,?,5.8,Media
103360,1.9,-7.9,7.1,10,5.6,?,5.5,Baja
103360,5.8,-6.3,7.3,10,5.22,?,5.3,Baja
103360,5.400002,-5.2,6.2,10.81,5.48,?,4.8,Baja
103310,3.5,-1.9,4.2,9.09,5.52,?,4.8,Baja
103250,3.4,0.2,5.3,10,5.99,?,4,Baja
103150,4.500001,4.1,6.7,7.69,4.68,?,4.6,Baja
103040,6.300002,5.900002,8.4,3.7,4.15,?,6,Baja
102890,6.500001,7.100003,9.2,5.56,4.51,?,6.8,Media
102760,10.400002,4,10.4,6.25,4.87,?,6.9,Media
102900,8,-2.599998,7.3,6.67,4.81,?,6.6,Baja
103040,4.300003,-4.199997,5.6,6.25,5.01,?,5.8,Baja
103180,1.000002,-1.099998,3.6,10.81,5.64,?,5.2,Baja
103050,-2.6,1.500003,6,11.43,5.7,?,5.2,Baja
102780,-2.599998,4.000003,8.5,10.81,4.48,?,5.3,Baja
102430,-6.3,8.900002,10.5,3.85,4.33,?,5.9,Media
102040,-3.299999,9.9,11.2,5.26,4.54,?,6.5,Media
101990,5.100001,7.800003,10.9,7.14,5.35,?,6.3,Media
102240,8.400002,4.800002,9.2,8.33,5.73,?,6.9,Media
102320,5.1,4.3,7.6,9.09,5.8,?,6.1,Media
102230,1.700001,6.7,4.3,8.33,6.35,?,5,Media
101790,-2.2,9.2,8.9,9.09,5.55,?,5.8,Media
101520,3.5,9.600001,9,9.09,5.38,?,6.5,Media
101410,6.7,6.7,12.4,5.88,5.29,?,6.1,Media
101360,7.700002,9,8.7,7.14,5.7,?,5.9,Media
101140,3.600002,8.700002,9.6,7.14,5.64,?,5.9,Baja
100890,3.300002,6.500001,6.2,6.25,5.46,?,4.7,Media
101050,4.900002,3.700001,0.6,7.14,6.26,?,5.2,Media
101480,7.600001,2.400002,5.4,12.9,6.84,?,6.4,Media
102010,5.2,2.500001,4.6,7.14,6.36,?,6.2,Baja
102380,1.900002,2.600002,3.6,9.09,6.66,?,6.1,Baja
102610,-2.1,0.8,2.3,8.33,6.18,?,5.2,Baja
102690,-6.299998,1.5,4.9,16,7.39,?,6.5,Baja
102610,-7.699998,2.1,6.3,16,5.91,?,6.6,Baja
102540,-5.999999,3,7.3,10,6.14,?,6.7,Media
102330,0.500002,5.7,4.7,10,6.14,?,6.8,Media
102160,8.7,4.600001,5.1,12.12,9.04,?,7,Media
102130,9.9,2.500001,7.6,10.81,7.35,?,6.9,Media
102070,10.500002,-1.499998,9.2,10.81,5.89,?,6.4,Media
102050,8.4,-5.999999,11.8,10,5.84,?,5.6,Media
102080,9.400002,-6.2,9.2,8.33,5.44,?,4.7,Moderada
102150,9.000002,-6.399999,11.7,10,6.17,?,4.6,Moderada
102090,9.500002,-2.9,9.4,8.33,6.41,?,3.8,Moderada
102040,8.800001,-2.6,9.9,11.43,7.2,?,4,Moderada
101950,11.3,-1.4,15.6,8.33,5.66,?,3.6,Moderada
101860,8.5,-7.199998,9.8,9.09,6.53,?,1.1,Moderada
101740,5.1,-6.499999,9.8,10,6.52,?,1.3,Moderada
101620,0.3,-8.899999,6.1,10,6.85,?,1,Media
101190,-4.899999,-8.599998,9,10.81,6.67,?,1.4,Media
100740,-9.099997,-9.1,10.6,7.69,5.58,?,1.7,Media
100100,-8.699997,-10.499998,12.5,6.67,4.74,?,1.4,Media
99560,-10.5,-15.599997,14.9,6.25,4.96,?,3,Moderada
98870,-5.599998,-17.9,18.9,7.69,6.01,?,2.7,MuyAlta
98530,0.100002,-15.599998,18.5,9.09,6.57,?,3.1,Moderada
98990,8.500003,-9.399999,15.2,9.09,6.47,?,3.4,Moderada
99580,4.800002,-4.8,8.8,10.81,6.63,?,3,Moderada
99740,1.200001,-3.599998,4.5,11.43,7.66,?,3,Moderada
99650,5.400002,-4.199998,11.7,10.81,6.78,?,1.3,Moderada
100100,14.500002,-0.2,16.1,11.43,6.87,?,1.2,Moderada
100500,9.100003,2.4,11.9,7.69,6.5,?,-0.9,Moderada
100580,10.300001,3.600002,13,10,7,?,-0.8,Moderada
100500,10.5,-1.799999,10.3,10.81,7.07,?,0.1,Moderada
100590,12.700002,-4.199997,9.3,10.81,7.07,?,-0.3,MuyAlta
100800,13.3,-3.2,14.8,11.43,7.18,?,0.5,MuyAlta
101150,10.800001,-0.699998,16.5,10,6.86,?,1.9,Moderada
101300,3.600002,3.9,5.9,10,7.19,?,1.6,Media
101230,-3,10.7,11.4,9.09,5.86,?,3.8,Media
101090,-6.5,12.700002,13.1,5.56,5.18,?,4.7,Moderada
100850,-10.4,12.100001,15.7,8.33,6.24,?,5.3,MuyAlta
100480,-14.8,13.1,19.2,12.9,7.46,?,5.6,MuyAlta
100410,-8.4,16.5,19.2,10,7.91,?,6.8,MuyAlta
100990,-2.099998,7.6,5.7,12.12,8.24,?,6.5,MuyAlta
101100,-5.3,1.600003,4.2,10,8.08,?,6.5,Moderada
100850,-7.5,-4.099997,7,10,8.18,?,6.2,Moderada
100360,-11.1,-2.5,8.1,9.09,7.42,?,6.6,Media
99800,-10.799998,0.000002,9.4,12.12,6.5,?,6.9,Moderada
99860,-1.299999,10.100001,8.9,8.33,6.31,?,7,Moderada
100210,-4.8,8.600001,12.7,9.09,6.4,?,6.8,Moderada
100100,-5.799998,3.5,9.9,9.09,6.99,?,7.1,Moderada
100110,-3.4,2.100002,15,10,5.77,?,7,Moderada
100460,4.300002,7.2,14.6,8.33,6.04,?,5.5,Moderada
100630,0.000002,6.800002,10.2,10,6.71,?,6,Moderada
100490,-10.499998,5.8,8.2,7.69,6.95,?,6.3,Media
100270,-13.399999,5.400003,13.8,10,5.52,?,6.5,Moderada
100180,-12.6,7.700003,8.7,8.33,6.04,?,6.4,Moderada
100040,-13.499998,2,8.8,10,6.39,?,6.6,Moderada
99530,-9.799998,-5.3,10.3,10,6.13,?,6.6,Moderada
99400,0.700002,-3.799999,12.8,6.25,5.75,?,6.2,Moderada
99580,7.700002,2.3,5.2,8.33,6.63,?,6.5,Media
99940,10.1,3.600002,1.5,8.33,6.3,?,5.9,Media
100330,9.8,3.500001,14.4,9.09,5.26,?,5.6,Media
100780,4.4,2.700001,8.9,8.33,5.68,?,5.9,Media
100890,-2.3,4.000003,3.5,9.09,5.84,?,6.3,Baja
100910,-10.799998,1.3,7.2,8.33,6.11,?,6.6,Media
100770,-12.3,3.6,9.7,8.33,4.97,?,6.6,Media
100870,-12.6,-0.1,9.5,9.09,6.02,?,6.8,Moderada
100820,-13.799998,-1.9,10.4,10,6.77,?,6.8,Moderada
100810,-13.5,-2.3,10.3,10,6.43,?,6.6,Moderada
100740,-7.399999,-0.899998,9.3,11.43,6.8,?,6.3,Media
100930,-6.499999,1.300002,8.3,10.81,6.6,?,6.6,Media
100940,-4.999999,3.600002,6.8,11.43,6.32,?,6.8,Media
101010,-4.899999,4.200002,4.2,10,6.56,?,6.2,Media
100900,-8.699997,3.600002,6.2,10,6.49,?,6.2,Media
100520,-15.9,1.200003,11.1,9.09,4.94,?,6.7,Media
99940,-20.999998,4.1,15.4,5.88,5.2,?,6.9,MuyAlta
99530,-20.1,5.200002,21.2,7.69,6.78,?,7,MuyAlta
99100,-15.399999,7.6,20.6,10.81,7.74,?,6.9,MuyAlta
99000,-6.499999,12.000002,13.4,10.81,7.63,?,7.1,Moderada
99160,-5.399999,13.9,12.9,9.09,6.6,?,7.5,Moderada
99260,-3.599998,15.300001,11.5,10.81,7.05,?,7,Moderada
99820,5.400002,13.400002,13.7,9.09,7.09,?,6.8,Moderada
100440,3.100002,10.1,10.8,11.43,7.17,?,6.7,Moderada
100740,0.200002,9.000002,10.3,11.43,7.44,?,6.9,Moderada
100810,1.200001,7.100001,8.4,11.43,8,?,6.6,Moderada
100820,0.700002,7.6,9.7,10,6.81,?,5.9,Moderada
100770,0.3,7.3,8,10.81,7.09,?,6.1,Moderada
100360,-9.599998,8.8,10.2,9.09,6.53,?,6.7,Moderada
99660,-12.3,10.8,17.6,11.43,6.27,?,6.8,MuyAlta
99230,-10.599997,8.5,18.1,9.09,6.85,?,6.3,Moderada
99020,-4.5,6.7,10.6,10,7.54,?,6.6,Moderada
99150,1.100002,11.600001,9,10,6.9,?,6.8,Moderada
99310,1.3,13.200002,11.3,13.79,7.71,?,6.7,Moderada
99730,4.500001,11.6,10.7,11.43,7.41,?,6.5,Moderada
100120,3.8,8.3,11.2,11.43,7.5,?,6.3,Moderada
100330,-0.299998,6.6,10.3,12.12,7.5,?,6.7,Moderada
100230,-2.4,6.000001,7.7,11.43,7.52,?,6.4,Moderada
100130,-1.8,6.000001,4.5,10.81,7.68,?,6.1,Moderada
100010,-2.499999,6.9,3.7,12.12,7.84,?,5.2,Moderada
99950,-1.9,7.5,5.2,12.9,7.84,?,6.5,Moderada
99810,-1.499997,5,6.2,12.12,7.72,?,6.5,Moderada
99920,2.700001,0.700002,2.4,11.43,7.52,?,5.3,Moderada
100230,6.100001,-1.399998,3.1,12.12,7.71,?,6.3,Media
100830,11.000002,-0.199997,10.3,10,7.62,?,5.7,Media
101210,10.3,0.300002,7.1,11.43,5.99,?,5.6,Moderada
101160,4.2,8.200002,6.9,10,6.66,?,5.5,Media
100990,-1.5,10.600003,11.7,9.09,5.36,?,6.1,Media
100480,-3.2,11.200002,13.4,6.67,5.45,?,6.5,Media
100300,2.400002,11.6,10.1,8.33,5.54,?,5,Moderada
100260,2.7,10.2,14.6,8.33,6.56,?,6.1,Moderada
100390,-3.4,7.100003,13.1,11.43,6.7,?,5.4,Moderada
100580,-6.299998,2.800003,8.8,10,7.27,?,6.3,Moderada
100820,-7.499999,-2.299999,7.8,12.9,7.61,?,6.4,Media
101070,-5.899997,-6.799998,11.7,10,6.59,?,5.5,Media
101210,-5.9,-10.9,8.5,10.81,5.67,?,6.1,Media
101380,-0.499998,-11.399999,9.8,10,5.76,?,5.8,Media
101550,1.300002,-10.799998,8.5,6.67,5.42,?,6.3,Media
101610,3.600002,-8.399999,7.4,9.09,5.84,?,5.9,Media
101680,4.100001,-6.599998,5.3,9.09,5.68,?,5.8,Baja
101660,4.100001,-0.299998,4.3,7.69,5.61,?,6.2,Baja
101490,1,3.2,4.2,7.69,5.85,?,6.2,Baja
101200,-0.499998,3.700001,4.5,7.69,5.81,?,5.6,Baja
101120,0.100002,2.300002,5,7.14,5.69,?,5.7,Baja
101200,3.400002,0.300002,8.2,7.14,4.48,?,6.1,Media
101320,5.7,2.200001,9.2,10,6.18,?,6.1,Media
101190,5.7,4.800002,5.5,9.09,6.45,?,5.7,Media
100990,3.8,8.100001,8.7,8.33,5.39,?,5.8,Media
100730,3.3,9.800001,9.1,5.26,4.79,?,6.6,Media
100340,-2.399998,13.800003,12.9,5.88,5.2,?,6.4,Moderada
99980,2,13.9,18.2,7.14,5.88,?,6.7,Moderada
100310,4.400002,3.9,8.8,9.09,7.06,?,6.2,Moderada
100280,5.000001,4.400003,7.4,10,7.08,?,6.3,Moderada
100460,5.6,-1.6,5.1,10,7.27,?,5.9,Moderada
100520,6.7,0.1,5.9,10.81,7.43,?,5.3,Moderada
100780,7.300002,-1.299999,10.6,8.33,7.09,?,5.3,Media
100930,3.400002,0.1,7,10,6.66,?,6,Media
100600,0.300002,2.100002,7.3,10.81,7.13,?,5.7,Media
99780,0.600002,9.400002,13.8,12.9,5.91,?,5,Moderada
99030,2.600002,13.9,16.5,7.14,5.79,?,5.2,Moderada
98980,9.400002,5.800003,11.4,10.81,6.42,?,5.9,Moderada
98930,11.2,6.100001,9.3,9.09,6.88,?,4.4,Moderada
98970,13.200002,5.100001,11.3,8.33,6.57,?,3.6,Moderada
98970,12.3,4.700002,12.5,13.79,7.5,?,4,MuyAlta
98980,15.5,4.9,14.2,12.12,7.79,?,4.6,MuyAlta
99080,15.100001,4.500003,9.8,12.9,7.82,?,4.3,MuyAlta
99130,17.800001,3.700001,15.8,12.9,8.78,?,4.1,MuyAlta
99520,19,1.900003,16.4,12.9,7.86,?,4.1,MuyAlta
100020,19.000002,3.9,19,12.9,8.11,?,4.3,MuyAlta
100150,13,5.8,7.2,12.12,7.95,?,2.6,Moderada
100240,10.6,5.600001,10.7,11.43,7.57,?,3.8,Moderada
100440,6.3,4.3,8.5,10.81,7.13,?,2.9,Media
100530,2.100002,5.200002,7.1,9.09,6.37,?,4.1,Media
100330,1.1,5.1,4.9,10,6.71,?,4.2,Media
100320,1.4,2.9,11.8,8.33,5.25,?,3.5,Media
100280,6.4,-0.099998,2.1,10,6.3,?,2,Media
100590,6.600001,-2.899998,5.9,10,5.98,?,5.2,Media
100800,7.300002,0.800002,3.4,10,6.61,?,4.8,Media
100660,-2.4,11.600003,10.1,10,6.53,?,4.8,Moderada
99670,-5.199998,17.300001,21.1,5.26,5.14,?,5.3,MuyAlta
99580,14.500002,10.6,11.8,9.09,7.49,?,6.7,Moderada
99730,5.7,11.500003,12.6,10.81,7.24,?,6.5,MuyAlta
99650,6.3,13.400002,15.1,11.43,7.37,?,5.9,MuyAlta
99930,10.3,12.400002,13.7,13.79,8.06,?,6.5,MuyAlta
100380,11.900003,11.500002,14,14.81,8.99,?,6.7,MuyAlta
100840,11.600001,10.600003,13.6,10.81,8.22,?,6,MuyAlta
101300,8.4,9.7,14.5,10.81,7.97,?,5.5,Moderada
101490,6.000001,7.5,10.4,12.9,7.21,?,5.8,Moderada
101660,6.2,7.6,11.4,12.12,7.3,?,5.3,Moderada
101750,8.1,6.1,8.8,10.81,6.81,?,5.1,Moderada
102000,6.800002,4.600001,8,10,6.48,?,4.7,Media
102140,-2.8,10.500002,10.6,9.09,5.86,?,5.7,Moderada
101820,-6.999999,16.799999,16.2,7.14,5.51,?,6.6,MuyAlta
101240,-7.499999,18.799999,23.2,8.33,6.36,?,6.4,MuyAlta
101110,-0.499998,17.900003,16.1,12.12,8.18,?,7.4,MuyAlta
101190,-1.799999,13.400002,13.3,12.9,8.48,?,7.4,MuyAlta
101060,-2.7,13.700003,13.9,12.9,7.73,?,7.6,MuyAlta
100730,-1.699998,13.000003,10.4,12.12,7.97,?,7.2,Moderada
100970,5.400003,10.300001,11.4,12.9,7.11,?,7.3,MuyAlta
101390,2.700001,6.700002,9.5,12.12,7.76,?,7.1,Moderada
101330,-0.4,5.900003,7.8,12.12,7.17,?,7.1,Moderada
101100,2.8,2.400003,5.6,11.43,7.63,?,6.5,Moderada
100950,6.400002,2.4,5.9,12.9,8.39,?,6.1,Moderada
101100,5.400002,2.6,6.1,12.9,7.98,?,5.4,Moderada
101410,7.000001,-1.2,8.4,12.12,7.56,?,4.4,Moderada
101730,9.800001,-3.5,9.6,12.12,6.21,?,4.5,Moderada
102090,9.1,-2.9,9.9,10.81,6.46,?,5.3,Moderada
102350,6.6,1.300002,6.4,9.09,6.6,?,5.2,Media
102290,1.800002,6.500003,7.2,10.81,6.33,?,5.2,Media
101720,-9.799998,9.2,13.7,9.09,5.23,?,5.6,Moderada
100600,-13.799998,12.100001,18.6,6.67,5.39,?,5.7,MuyAlta
99910,-12.699999,7.500001,22.6,9.09,7.16,?,5.2,MuyAlta
99830,-9.299998,1.1,19.8,10,7.46,?,5.6,MuyAlta
100270,-6.7,-7.499999,16.5,9.09,7.39,?,6.5,MuyAlta
100790,-5.399999,-9.099998,11.3,9.09,7.49,?,7,Moderada
101220,-1.399998,-8.2,9.1,10,7.09,?,6.9,Moderada
101210,4.4,-6.399999,6.9,9.09,6.71,?,6.8,Media
101200,3.100002,-5.799998,5.2,10,6.15,?,6.2,Media
101140,3.700001,-2.299999,4.2,10,6.75,?,5.6,Media
101170,2.800003,-0.2,1.8,9.09,6.79,?,5.8,Baja
101160,2.200001,1.700001,4.2,9.09,7.14,?,6.6,Baja
101100,-1.699998,2.000001,6.9,8.33,6.21,?,6.8,Media
100880,-4.799998,4.000001,5.6,12.12,6.48,?,6.3,Media
100360,-12.899997,3.100002,12.2,11.43,4.86,?,6.5,Media
99390,-16.599997,3.700001,15.5,6.25,5.12,?,6.9,MuyAlta
98480,-11.999998,4.9,21.9,10,7.26,?,6.5,MuyAlta
98440,-2.7,9.200002,17.4,10,7.22,?,6.5,MuyAlta
98820,-0.799998,14.300003,16.6,11.43,7.07,?,6.4,Moderada
99260,-1.8,16.500004,14,10,6.66,?,6,Moderada
99460,-5.899999,16.600002,13.2,10,6.78,?,5.7,MuyAlta
99400,-7.7,13.6,15.9,10,6.73,?,6.8,MuyAlta
99350,-7.599998,9.7,11.5,10,7.2,?,6.8,Moderada
99330,-6.399999,10.1,11.5,8.33,6.68,?,7.3,Moderada
99180,-5.599998,6.1,12.6,9.09,6.71,?,7.1,Moderada
99010,-1.3,-1.4,8,10,6.11,?,6.8,Media
99390,1.700001,-4,4.2,9.09,6.5,?,6.9,Media
100020,5.7,-2.8,3.4,9.09,6.52,?,7.4,Media
100490,5.6,-1.6,4.4,9.09,6.15,?,7.3,Media
100590,3.6,4.800002,4.9,10,6.97,?,7,Media
100300,-0.699998,6.500001,7.6,10.81,5.95,?,6.7,Media
100380,5.3,3.5,4.9,7.69,6.04,?,5.6,Media
100570,7.800002,3.100002,7.4,6.67,5.36,?,5.8,Moderada
100610,7.5,5.8,8.8,9.09,6.68,?,6.6,Moderada
100530,10.600001,5.5,9.9,10,6.52,?,5.7,Moderada
100740,12.200002,3.300002,10.3,7.14,6.43,?,6.8,Moderada
100890,11,-1.299999,6.4,11.43,7.02,?,6.6,Moderada
101350,10.1,-3.599998,6.8,9.09,7.57,?,7.1,Moderada
101740,7.9,-2.099998,6.6,10.81,7.25,?,7.2,Media
102070,7.600001,-0.7,6.2,10,7.07,?,7.4,Media
102240,6.1,-0.599998,2.6,10.81,6.57,?,7.1,Media
102190,0.200002,1.900002,4.7,7.69,6.59,?,6.4,Baja
102030,-5.1,3.3,6.3,9.09,6.38,?,6.8,Baja
101770,-8.899999,4.700002,7.5,8.33,4.98,?,7,Media
101480,-11.699999,3.300002,10.4,6.25,4.67,?,7.4,Media
101320,-11.5,-0.6,11.9,7.14,5.06,?,7.3,Media
101310,-10.7,-4.199998,11.5,7.69,5.22,?,7.3,Moderada
101310,-9.8,-6.8,11.1,11.43,6.4,?,7.6,Media
101330,-5.999999,-9.499997,9,7.14,5.81,?,7.7,Media
101410,-2.6,-9.399999,8.5,7.69,5.67,?,7.4,Media
101620,0.500002,-9.499998,9.8,7.14,5.07,?,7.6,Media
101800,3.4,-7.599998,8.2,5.26,4.77,?,7.8,Baja
101930,3.300003,-5.899999,6.4,5.26,4.8,?,7.5,Baja
102070,2.6,-5.3,3.9,5,4.69,?,7.3,Baja
102280,-0.1,-0.999998,1.1,16,5.31,?,7.6,Baja
102420,-0.2,2.600002,2.5,16,6.32,?,9,Baja
102390,-2.5,5.400002,5.5,16,5.8,?,8.4,Baja
102130,-7.599998,7.400002,6.8,16,3.98,?,8,Baja
101870,-7.9,8.700002,11,4.76,4.15,?,7.9,Moderada
101550,-7.099998,10.300001,15.1,5.88,5.17,?,7.7,Media
101460,1,9.000002,8.5,6.67,5.64,?,7.8,Media
101490,6.500001,5.700002,9.2,7.14,5.34,?,6.8,Media
101700,1.700001,4,7,11.43,5.61,?,6.7,Media
101420,-7.399999,8.400002,8.6,6.67,5.29,?,7.3,Media
100950,-6.7,15.700002,15.2,5.26,5.02,?,8.1,Moderada
100800,-6.099998,16.4,13.3,8.33,5.49,?,7.9,Moderada
100750,-6.5,9.500002,12.3,8.33,5.81,?,8.1,Moderada
100390,-4.499999,6.1,10,9.09,6.01,?,8.1,Media
100280,0.7,9.100001,10.2,8.33,5.8,?,7.7,Moderada
100640,4.7,13.5,20.6,7.14,5.56,?,6.8,Moderada
101200,0.500002,13.5,14.1,7.69,6.36,?,7.5,Moderada
101520,0.000002,12.000002,11.4,8.33,5.48,?,7.6,Media
101740,1.6,11.300001,11.4,7.69,5.7,?,7.4,Moderada
101820,2.800002,9.200003,10.9,10,6.48,?,6.5,Moderada
101890,1.400002,9.200002,8.8,9.09,6.55,?,6.3,Media
101860,-0.2,8.300001,7.7,9.09,5.88,?,7.1,Media
101400,-5.9,9.900002,9.5,8.33,5.75,?,7.2,Media
100790,-7.199998,11.000002,14.7,6.25,4.79,?,7.1,Moderada
100490,-1.099998,10.3,8.8,7.14,5.75,?,7.7,Media
100570,0.500003,10.3,8.6,7.69,5.58,?,7.1,Moderada
100590,-1.899998,4.600001,6.5,8.33,6.18,?,6.8,MuyAlta
100720,0.9,-0.1,5.3,12.9,8.93,?,7.2,Moderada
100830,1.4,-4.099997,5.8,12.9,8.06,?,7.1,Moderada
101050,4,-7.1,9.7,12.12,6.87,?,7.3,Moderada
101100,5.600001,-6.4,8.2,10.81,7.09,?,7.4,Media
101370,4.000001,-6.899999,5.1,11.43,6.98,?,6.4,Media
101540,3.6,-5.599997,2.7,10,6.48,?,8.2,Media
101790,0.1,-4.7,1.7,10,6.83,?,8.8,Baja
101800,0.700002,0.2,2.6,9.09,6.57,?,8.6,Baja
101750,-1.499998,3.5,4.2,14.81,6.76,?,8,Baja
101610,-1.6,6.400002,8.4,8.33,5,?,8,Baja
101470,-1.999998,7.700002,8.3,9.09,4.7,?,7.6,Baja
101280,-1.899998,8.700003,9.4,6.25,4.71,?,8.1,Media
101220,-3.399998,7.9,9.7,6.67,5.01,?,8.1,Media
101190,-3.499999,8,7.9,7.69,5.56,?,8.3,Media
101450,-2.3,5.800002,8,7.14,6.09,?,8.7,Media
101730,1.1,1.2,5.5,12.12,6.99,?,8.2,Media
102060,2.200001,-2.199997,5.4,12.9,7.57,?,7.7,Media
102340,3.9,-2.4,6.6,12.12,7.01,?,7.9,Media
102560,3.100002,-1.8,7,12.12,7.07,?,8,Media
102670,4.1,-3.9,8.8,10,6.6,?,8,Media
102770,3.6,-1.799999,8.9,12.12,6.43,?,7.3,Media
102770,2.000001,-2.799997,8.5,10,5.95,?,6.5,Baja
102720,1.500002,-1.299999,7,11.43,5.7,?,6.6,Baja
102610,-0.699997,-3.1,4.5,10.81,6.35,?,7.2,Baja
102540,2.500001,-1.799999,4.5,10.81,6.8,?,7.8,Baja
102490,1.100002,-0.599998,3.6,9.09,7.2,?,7.3,Baja
102510,-0.699998,0.1,4.2,10,6.68,?,7.6,Baja
102450,-0.699998,-0.499998,3.5,10,7.73,?,7.6,Baja
102470,-2.599998,-0.499998,5,12.9,8.03,?,7.8,Baja
102560,-3.1,-0.399998,5.8,11.43,7.22,?,6.6,Baja
102650,-2.999999,0.9,4.5,10.81,7.36,?,8.1,Baja
102670,-1.999998,1.400002,3.2,10,7.78,?,8.5,Baja
102620,-0.4,3,3.8,10,7.38,?,8.5,Baja
102600,-1.199998,2.200001,5,10.81,6.71,?,8.4,Baja
102530,1.000002,2.600002,4,8.33,7.14,?,8.5,Baja
102450,1.300002,0.600002,4.3,7.69,6.05,?,8.6,Baja
102450,2.800002,0.500002,3.6,8.33,6.39,?,8.7,Baja
102530,2.5,0.000002,3.3,7.14,6.13,?,8.7,Baja
102520,3.100002,0.200002,3.8,10,7.59,?,9,Baja
102540,2.2,0.400002,1.9,9.09,7.67,?,8.7,Baja
102560,2.900003,0.300002,4.7,9.09,7.39,?,8.6,Media
102600,2.200001,0.3,3.4,12.12,8.04,?,7.6,Baja
102550,2.400002,2.5,1.9,10,7.32,?,9.3,Baja
102500,1.800002,2.200001,2.8,10,7.41,?,10,Baja
102380,1.700001,4.800002,4.5,9.09,6.19,?,8.9,Baja
102370,1.5,4.7,6.1,10.81,6.71,?,9.5,Baja
102390,0.4,7.1,5.3,8.33,5.64,?,9.7,Baja
102350,1.7,3.7,3.8,8.33,5.92,?,9.7,Baja
102320,0.3,2.2,3.6,9.09,5.81,?,9.4,Baja
102200,1.6,2.300002,3,8.33,6.2,?,9.2,Baja
102190,2.8,-2,3.1,9.09,5.93,?,9.8,Baja
102150,3.500001,-0.399998,5.4,12.9,7.14,?,9.5,Media
102190,4.000001,-1.899998,4.8,11.43,8.27,?,8.6,Media
102260,2.7,-2.099998,2.6,10.81,8.88,?,8.4,Media
102370,2.000001,-2.499999,3.3,11.43,8.54,?,9.1,Media
102190,-0.099998,-3.6,1.6,13.79,8.93,?,9.3,Media
102200,0.900002,-3.999999,2.8,12.12,8.89,?,9.2,Baja
102240,4.9,-3.2,2.8,12.12,8.25,?,9.4,Media
102560,6.3,-2.5,6.1,12.12,7.63,?,9.7,Baja
102690,7,-2.499997,9.5,10,4.98,?,9.4,Media
102950,4.900002,-4.4,7.9,9.09,5.82,?,9.2,Baja
102990,5.900002,-2.2,7.1,12.12,4.87,?,9.2,Media
103100,6.600001,-3.6,5.6,9.09,5.84,?,9.5,Baja
103100,4.3,-4.499999,7.9,6.25,5.09,?,9.3,Baja
103250,7.500001,-4.399997,7.6,6.67,5.16,?,9.1,Baja
103240,6.7,-5.299998,8.7,5.88,4.81,?,8.8,Media
103250,5.900002,-5.099998,9.2,10.81,5.43,?,9.3,Media
